Gene_ID	Box2_F4_ND_3h_AF	Box2_F7_ND_3h_AF	Box2_G1_ND_3h_AF	Box2_G4_ND_3h_AF	Box3_A3_ND_3h_AF	Box3_A4_ND_3h_AF	Box3_A5_ND_3h_AF	Box3_C2_ND_3h_YF	Box3_E4_ND_3h_YM	Box3_E6_ND_3h_YF	Box4_A4_ND_3h_YF	Box4_A5_ND_3h_YF	Box4_C3_ND_3h_YF	Box2_F3_ND_24h_AF	Box2_G2_ND_24h_AF	Box2_G3_ND_24h_AF	Box2_G5_ND_24h_AF	Box2_G6_ND_24h_AF	Box2_G7_ND_24h_AF	Box3_A2_ND_24h_AF	Box3_F1_ND_24h_YM	Box4_A3_ND_24h_AM	Box4_C1_ND_24h_AM
ENSMUSG00000037262	11	9	17	5	1	0	2	2	2	4	11	15	5	2	6	0	3	4	0	2	1	5	7
ENSMUSG00000037266	410	276	237	105	19	17	75	30	5	30	99	196	22	48	155	13	44	53	2	5	8	30	12
ENSMUSG00000037270	77	56	82.8	33	1	0	9	2	2	11	32.67	38	8	11	77	2	6	8	0	0	2	11	1.02
ENSMUSG00000037275	12	12	17	15	0	0	0	0	2	5	8	25	13	7	5	0	0	3	0	0	3	9	3
ENSMUSG00000037278	3	2	5	3	0	0	0	0	4	7	9	14	11	1	8	1	5	2	1	2	2.81	7	1
ENSMUSG00000037279	1	0	0	0	1	0	0	0	0	0	0	1	0	1	6	0	0	0	0	0	0	0	0
ENSMUSG00000037280	105	80	128	60	0	0	5	3	22	38	95	112	76	23	76	2	5	11	4	0	27	85	10
ENSMUSG00000037286	40	32	42	17	1	0	2	2	6	14	23	50	10	19	25	2	1	8	0	0	4	7	7
ENSMUSG00000037287	126	105	112	135	19	6	22	10	74	111	103	135	122	62	42	9	31	134	6	29	77	77	100
ENSMUSG00000037295	74	81	87	65	1	1	5	5	45	54	80	149	39	75	70	5	42	28	4	21	84	135	93
ENSMUSG00000037296	11	6	10	3	2	5	14	1	5	4	11	14	4	5	11	1	3	1	1	0	2	5	0
ENSMUSG00000037300	30	24	36	14	3	4	5	3	5	7	27	41	13	11	9	0	8	5	0	1	4	11	2
ENSMUSG00000037306	17	10	19	8	0	0	0	1	3	10	12	22	7	7	6	1	4	5	1	1	2	10	0
ENSMUSG00000037313	3	6	8	7	0	1	1	2	2	5	7	9	4	3	6	0	0	1	0	1	2	2	2
ENSMUSG00000037315	11	2	2	2	0	0	1	1	0	0	0	7	1	2	0	1	1	1	0	0	0	0	2
ENSMUSG00000037316	15	10	8	5	0	1	3	1	0	4	7.34	10.44	2	1.85	11	0	0	1	0	0	1	3	0
ENSMUSG00000037318	85.49	71.88	111.58	38.65	7	1	24.74	4	32	38.94	86.9	147	39	33.76	10	6	13	18.94	2	4	23	58	27.96
ENSMUSG00000037321	167	148.58	216	116	4	4	17	15	35	85	108	164	78	71.18	106	12	44	53	1	24	31	106	101
ENSMUSG00000037325	2	1	0	0	2	1	1	0	0	0	1	0	0	1	0	0	1	10	0	0	0	1	2
ENSMUSG00000037326	14	16	12	9	0	0	0	1	3.7	3	18	25.95	4	5	8	0	2	4	0	0	1	6	0
ENSMUSG00000037331	113	92	118	96	5	0	2	4	48	76	126	176	73	23	118	3	16	16	0	4	31	46	40
ENSMUSG00000037336	488	357	469	458	12	6	47	23	188	230	467	744	157	429	428	70	193	121	10	81	441	926	351
ENSMUSG00000037337	87	89	145	86	8	0	6	7	88	73	112	209	65	28	18	6	21	40	1	6	35	42	50
ENSMUSG00000037339	21	20	23	17	2	0	4	4	6	11	18	43	18	6	28	0	6	7	0	0	3	9	13
ENSMUSG00000037341	3	3	3	5	0	1	2	0	0	0	2	3	1	1	1	0	2	2	0	0	1	2	2
ENSMUSG00000037343	15	9	12	15	0	0	3	0	1	4	5	15	1	4	16	0	5	4	1	0	1	3	0
ENSMUSG00000037344	48	38	80	25	0	1	4	5	11	30	36	42	23	12	23	0	6	2	0	1	9	22	17
ENSMUSG00000037346	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000037348	19	8	32	11	1	8	2	2	7	17	35	86	12	19	30	2	14	1	2	2	19	22	19
ENSMUSG00000037349	7	7	8	8	1	0	2	0	3	1	9	20	6	0	4	0	2	2	1	0	6	8	4
ENSMUSG00000037351	31	30	36	21	1	0	3	4	3	16	37	45	14	16	17	1	8	7	0	2	10	17	4
ENSMUSG00000037353	25	17	23	27	1	0	2	3	12	10	14	46	16	12	8	3	6	6	0	2	13	14	10
ENSMUSG00000037355	15	7	14	16	0	2	7	2	7	6	10	13	10	3	4	0	2	2	1	1	0	4	3
ENSMUSG00000037361	49	39	41	17	14	21	62	9	2	10	78	76	33	16	59	4	18	26	0	3	7	16	4
ENSMUSG00000037363	3	5	9	4	0	0	1	1	4	2	5	7	5	8	2	0	3	8	0	0	9	9	10
ENSMUSG00000037364	75	64	85	79	6	2	5	7	43	68	110	154	59	37	64	18	15	34	1	11	55	82	31
ENSMUSG00000037366	30	25	28	19	0	0	1	1	14	10	15	41	10	26	28	5	13	7	0	8	18	40	10
ENSMUSG00000037369	39	45	48	28	4	0	8	1	1	7	10	14	4	4	56	2	7	12	0	0	2	7	4
ENSMUSG00000037370	5	8	14	10	0	0	2	2	5	0	12	12	8	1	1	1	6	1	0	0	4	0	2
ENSMUSG00000037373	227	176	295	132	9	3	30	14	82	112	195	377	94	111	145	16	51	39	4	10	84	170	109
ENSMUSG00000037375	2	0	0	2	0	0	0	0	0	0	2	1	1	2	0	0	1	0	0	0	1	1	0
ENSMUSG00000037376	13	12	20	15	3	0	4	1	2	8	10	28	4	11	10	2	2	3	0	1	1	6	7
ENSMUSG00000037395	8	2.73	4.2	5.63	1	1	1.42	1	0	2.77	2	2.77	2	2	2	0	0	2.74	0	0	0	2	0
ENSMUSG00000037400	163	95	145	63	2	2	20	4	8	24	52	98	18	24	129	9	11	18	1	1	3	38	12
ENSMUSG00000037405	49.64	20.7	42	26.78	1	0	5.25	3	12.05	19.69	43.6	65	18.42	13	25	0	9.93	11.42	0	3	5.7	18.4	9
ENSMUSG00000037408	29	22	31	8	0	0	0	3	0	4	12	23	4	4	19	0	4	0	0	1	2	7	3
ENSMUSG00000037410	99	76	151	36	9	7	12	3	12	28	54	100	24	28	80	5	8	25	0	3	8	51	10
ENSMUSG00000037411	0	0	0	1	0	0	0	0	0	0	0	1	0	5	0	0	3	13	0	1	0	1	0
ENSMUSG00000037415	265	219	296	407	39	6	39	18	289	456	307	269	331	277	125	26	76	402	26	88	630	534	441
ENSMUSG00000037416	25	32	29	27	2	1	22	6	0	6	12	29	6	2	25	0	5	0	1	0	0	0	1
ENSMUSG00000037419	47	38	34	43	7	5	14	3	31	38	65	70	51	30	85	10	25	35	0	5	54	39	52
ENSMUSG00000037426	19	16	27	20	0	1	1	1	9	15	13	40	9	9	6	2	1	3	2	0	3	11	10
ENSMUSG00000037434	25	17.04	21	15	0	1	3.89	2	4	4.41	15	32	6	12	28	2	7	10	0	6	14	18.11	4
ENSMUSG00000037440	0	0	2	1	0	1	0	2	0	1	8	14	5	6	12	0	1	1	0	0	1	3	2
ENSMUSG00000037443	221.62	167.21	489.54	193.24	7.08	9	47.45	18.9	214.06	143.2	379.86	642.67	455.96	135.66	256.95	21.99	49.41	34.31	4	15.37	132.79	309.21	275.68
ENSMUSG00000037447	218	184	360	102	2	1	10	16	102	118	139	216	166	47	102	9	19	9	1	6	40	122	49
ENSMUSG00000037451	2	0	1	0	0	0	0	0	1	0	4	2	0	0	1	0	2	0	0	0	1	4	1
ENSMUSG00000037455	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0.99	0	0	0	0	0	0
ENSMUSG00000037458	1266	1337	1141	1298	528	190	802	166	305	1122	1157	1396	701	512	294	118	489	1152	48	143	266	441	288
ENSMUSG00000037461	27	23	25	17	0	0	3	1	3	10	16	23	5	2	6	1	0	2	0	2	6	3	6
ENSMUSG00000037465	32	30	47	22	3	1	8	3	1	4	24	38	14	7	64	2	9	6	1	0	1	7	5
ENSMUSG00000037466	5	3	10	1	0	0	0	0	1	1	5	7	3	3	0	0	1	0	0	0	0	1	0
ENSMUSG00000037470	80	48	86	45	1	2	5	4	21	35	55	114	38	27	38	6	6	3	2	3	18	41	18
ENSMUSG00000037474	1	0	1	1	2	0	0	0	0	1	0	2	0	0	2	0	1	0	0	0	1	1	0
ENSMUSG00000037475	51	59	60	54	5	8	29	7	16	46	84	130	70	29	54	4	19	30	3	8	11	27	21
ENSMUSG00000037486	31	23	29	22	1	1	1	3	5	7	9	33	4	5	8	1	3	4	0	2	5	4	2
ENSMUSG00000037487	151	117	189	120	9	5	21	13	22	36	100	156	22	67	88	9	27	27	4	6	19	50	27
ENSMUSG00000037493	11	5	19	3	5	2	2	1	3	8	6	17	6	0	7	0	3	6	1	0	5	3	0
ENSMUSG00000037499	6	0	5	4	3	3	5	4	6	2	7	8	7	4	2	0	3	5	1	0	0	3	2
ENSMUSG00000037503	189	140	214	124	3	0	6	5	18	41	92	196	56	50	143	11	17	17	2	4	21	54	22
ENSMUSG00000037509	8.6	2	10	5	0	0	1	0	7	2	9	12	5	2	16.6	1	1	1	0	0	0	4	1
ENSMUSG00000037513	43	39	71	22	3	1	4	1	14	16	31	51	19	13	55	1	5	6	1	0	11	23	13
ENSMUSG00000037514	49.87	36.16	56.85	37	7.23	3	7	4	12.02	12.52	37.22	57.73	22	20.59	20.86	5	12	7.71	1	5	5.24	20.5	12.79
ENSMUSG00000037519	56	33	48	37	0	4	2	2	7	10	27	38	6	28	25	2	18	6	0	3	13	23	11
ENSMUSG00000037523	57	59	42	46	2	0	7	7	26	42	66	119	31	48	26	3	37	58	2	11	60	49	49
ENSMUSG00000037525	9	4	7	11	1	2	2	0	1	5	15	6	7	3	4	2	1	0	1	0	1	1	1
ENSMUSG00000037526	16	9	9	14	0	0	1	0	3	7	12	15	11	8	10	1	2	14	1	3	5	15	4
ENSMUSG00000037531	10.02	10.54	6.3	3.11	2	3	10	2	3.36	1	1.13	10.16	1.16	1	0	1	2	0	0	1	1.07	0	0
ENSMUSG00000037533	112	83	110	82	3	2	9	7	13	24	69	108	41	34	83	8	6	10	0	3	13	40	12
ENSMUSG00000037536	21	15	19	11	0	0	0	0	6	8	7	46	6	2	40	0	4	8	0	1	5	11	0
ENSMUSG00000037544	1	1	0	0	0	0	0	1	3	3	1	5	5	1	1	0	0	1	1	1	0	0	0
ENSMUSG00000037548	159.34	169.58	224.76	137.5	4	5	35.38	25.2	53.01	52.02	110.75	285.38	70.58	56.11	23.91	7	45.07	27.37	1	4	26.62	25	57.84
ENSMUSG00000037552	32	38	43	21	1	0	2	2	6	14	25	55	18	14	25	2	7	4	0	3	9	21	10
ENSMUSG00000037553	193	199	284	138	3	2	19	12	93	77	160	312	91	102	97	17	38	25	2	15	83	229	69
ENSMUSG00000037563	341.55	232.39	398.77	274.99	97.07	59.33	410.59	122.01	268.7	259.21	665.79	890.55	553.47	159.08	339.93	26.63	132.18	288.33	4.69	42.22	158.83	304.52	313.42
ENSMUSG00000037570	35.57	33	59	29	2	3	5	0	31	28	29	75	34.5	18	31	4	5	12	0	1	22	33	19
ENSMUSG00000037572	4	4	4.83	4	0	0	0	0	2	2	6	10	4	1	13.01	1	0	1	0	2	0	1	0
ENSMUSG00000037573	20	34	34	6	0	1	0	0	0	2	4	11	1	2	30	2	1	1	0	1	0	7	1
ENSMUSG00000037577	2	2	0	0	0	0	0	0	0	0	0	0	3	0	6	0	7	1	0	1	0	0	1
ENSMUSG00000037580	23	31	24	26	13	2	17	6	6	23	21	51	14	8	35	1	10	50	2	7	11	17	16
ENSMUSG00000037594	1	0	0	1	0	0	1	0	0	1	3	6	1	0	1	0	0	1	0	1	1	0	2
ENSMUSG00000037600	0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	0	0	0	0	1
ENSMUSG00000037601	45.67	35.4	37.7	31.84	4.45	9.89	46.37	11.16	29.16	29.91	76.06	121.83	50.56	26.54	31.61	6.8	24.87	22.3	2.2	6.95	36.3	64	30.55
ENSMUSG00000037606	15	16	23	21	2	0	1	3	5	7	17	29	11	10	18	1	5	2	1	0	4	3	6
ENSMUSG00000037608	74	49	83	61	7	4	29	8	11	26	72	91	22	26	93	4	13	26	1	6	5	15	7
ENSMUSG00000037613	7	5	16	0	0	0	1	1	0	1	6	10	4	4	4	0	2	3	1	0	0	6	0
ENSMUSG00000037617	0	2	1	3	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	1	0	0
ENSMUSG00000037622	139	109	169	113	0	0	0	11	55	64	127	181	67	94	54	12	32	29	4	13	78	190	70
ENSMUSG00000037628	1	2	0	0	1	0	1	0	2	1	1	4	0	1	0	0	0	2	0	0	1	0	0
ENSMUSG00000037636	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000037638	34	27	36	8	0	0	1	0	4	10	19	46	7	4	41	2	3	2	0	1	8	33	9
ENSMUSG00000037640	12.37	13.58	6.65	7	0	0	4.23	1	1	3.99	10.54	15.81	6.14	6	2.08	1	0	1	0	0	0	1	5.18
ENSMUSG00000037643	16	3	10	7	1	0	4	2	3	1	10	29	6	3	44	2	2	3	0	4	1	2	0
ENSMUSG00000037646	25	38	45	27	1	0	11	3	11	11	15	49	8.1	15.31	12	2	3	17	0	2	6	5	4
ENSMUSG00000037649	114	98	148	76	6	7	30	18	50	68	100	202	103	42	39	6	24	34	0	2	31	34	68
ENSMUSG00000037652	26	23	21	28	0	0	4	2	3	5	18	29	5	6	19	1	1	0	0	1	2	7	3
ENSMUSG00000037656	13	14	9	14	0	0	0	0	6	4	9	17	6	15	11	4	11	1	0	1	12	20	7
ENSMUSG00000037661	8	0	10	3	0	0	1	0	2	6	2	18	7	1	11	0	3	0	0	1	1	5	1
ENSMUSG00000037664	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	1
ENSMUSG00000037669	46.01	37	48.61	19	0	0	4	2	9	15	32.97	57.17	20	20	7	4	4	4	0	0	7	17.16	10
ENSMUSG00000037674	28.44	24	44	21.04	5	7	12	3	13	13	25.44	37.77	15.86	13	37.01	5	6	7	0	1	0	2.07	5
ENSMUSG00000037679	262	233	327	271	4	4	18	17	235	190	360	551	168	324	219	35	107	37	5	45	414	654	401
ENSMUSG00000037681	2	1	0	1	0	0	0	0	0	1	4	14	0	2	14	1	2	1	0	1	0	0	0
ENSMUSG00000037683	3	2	6	1	2	1	5	0	0	2	1	6	1	0	0	0	1	1	0	0	0	3	0
ENSMUSG00000037685	130	82	114	91	12	6	38	6	17	50	103	179	33	56	76	4	31	25	2	3	26	93	31
ENSMUSG00000037692	15	13	19	18	0	0	0	0	5	8	9	22.01	3	9.01	9	1	1	3	0	0	2	6	2
ENSMUSG00000037697	27.8	16	30	13	1	1	13	4	1	7	13.25	26	3.92	4	17.26	0	3	6	0	1	0	5	1
ENSMUSG00000037703	1	1	1	1	0	0	0	0	0	1	0	0	1	2	3	0	0	0	0	0	0	1	0
ENSMUSG00000037706	138	165	164	126	6	13	70	12	80	83	247	446	128	163	129	34	96	52	8	21	149	270	155
ENSMUSG00000037710	11	8	15	10	2	0	1	1	10	9	14	27	8	6	10	0	3	2	0	0	4	2	1
ENSMUSG00000037712	0	0	0	1	0	0	0	1	0	0	1	1	0	0	3	0	0	0	0	0	1	0	0
ENSMUSG00000037720	51	31	50	29	6	4	10	2	7	8	33	59	19	5	38	0	12	26	1	4	4	15	11
ENSMUSG00000037722	12.59	6	19.8	9.2	3.63	6.41	11.65	5	1.49	3	5	26.8	4.08	4	4.93	1	4	2	0	0	0	0	3
ENSMUSG00000037725	2	0	0	0	0	0	0	0	0	1	3	1	3	0	0	1	0	4	0	1	0	2	1
ENSMUSG00000037730	16	14	13	8	0	0	3	0	0	1	8	14	7	0	10	0	2	5	0	1	0	3	1
ENSMUSG00000037731	237	225	394	82	4	2	12	10	19	60	104	175	49	51	140	12	15	26	1	11	12	88	39
ENSMUSG00000037740	18	18.01	17.05	12	3	1	9.44	0	18	11.28	30	40.04	33.41	12	20.22	2	8	3	0	2	12	8	14
ENSMUSG00000037742	7339.76	5962.54	7683.97	5935	1196.6	796	3839.23	1263	3438	5286.13	9294.01	13583.93	5873	2932	6473.43	540	2589.23	3516.11	190	582	2616	5057.03	3628.42
ENSMUSG00000037750	28	25	37	22	1	0	1	1	8	9	13	32	7	9	14	1	4	3	1	1	10	17	13
ENSMUSG00000037752	3	4	10	6	0	0	0	2	0	0	5	14	3	0	3	1	1	0	0	2	0	7	0
ENSMUSG00000037754	55	56.7	74	42	3	0	3	8	6	9	21.06	67	8	19	47	5	6	9	0	1	5	25	6
ENSMUSG00000037759	11	9	13	5	0	0	0	0	0	5	9	8	2	3	1	1	0	1	0	0	1	1	0
ENSMUSG00000037761	12	6	13	6	0	1	3	0	4	6	18	20	22	3	8	1	4	3	0	0	4	5	5
ENSMUSG00000037762	2	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	1.09	0
ENSMUSG00000037772	0	3.35	1.05	0	1	0	0	6	0	0	2.07	0	3.22	0	0	1	0	0	0	2	0	0	0
ENSMUSG00000037773	10	12	11	5	0	0	0	2	4	4	16	17	3	1	4	0	1	2	0	1	3	5	5
ENSMUSG00000037787	10	15	17	11	2	0	7	2	6	8	14	24	7	6	9.02	2	5	2	0	2	8	14	7
ENSMUSG00000037788	626	592	509	742	49	9	63	43	241	647	455	587	399	433	375	73	157	591	24	113	317	455	246
ENSMUSG00000037791	60	40	57	46	2	1	1	3	9	12	39	60	17	16	56.81	4	3	5	0	2	8	15	7
ENSMUSG00000037795	17	28	23	14	1	1	4	1	1	4	8	20	6	6	20	3	1	5	1	1	1	0	1
ENSMUSG00000037805	44.12	40.02	47.04	54.84	6.15	5.33	50.27	2.31	46.04	38.66	47.34	88.33	22.16	15.66	30.3	0	24.56	13.58	1.32	0	12.63	8.56	12.52
ENSMUSG00000037808	55	32	54	21	6	3	24	3	8	18	23	55	21	13	51	1	7	17	0	2	3	10	9
ENSMUSG00000037814	69	70	94	60	15	17	67	20	17	92	94	146	114	62	66	16	60	47	3	22	22	33	41
ENSMUSG00000037815	213	181	228	179	5	7	30	16	41	99	200	348	70	164	249	24	61	29	4	18	88	193	81
ENSMUSG00000037816	4	3	1	2	0	1	0	0	2	0	3	6	3	2	0	0	1	1	0	0	2	5	3
ENSMUSG00000037818	7	5	5	7	1	0	0	1	3	1	2	6	1	2	3	1	1	3	0	0	0	0	0
ENSMUSG00000037820	79.81	55.34	93.45	47	0	0	5	4.67	39	65	46.94	114	53	28	103.12	5	19	32.42	0	10.36	18.53	92	57.05
ENSMUSG00000037822	522	398	475	363	40	114	435	88	102	200	554	949	152	340	321	71	310	161	11	59	166	584	207
ENSMUSG00000037824	287	185	236	186	5	4	21	19	72	104	209	376	71	126	146	20	80	38	5	16	77	168	95
ENSMUSG00000037826	8.07	9.26	13.12	8.14	1.11	1.11	7.07	2.04	4.19	3.23	4.09	18.14	2.75	2.04	6.16	1	1.11	2.08	0	2	2	2.02	0
ENSMUSG00000037827	57	44	5.36	7.12	3	0	14	4	0	30	66	0.87	32	31	50	4	17	12	1	7	32	0	30
ENSMUSG00000037833	6	4	2	1	0	0	3	0	0	1	0	5	4	5	4	0	1	0	0	0	2	0	1
ENSMUSG00000037845	7	1.97	3	2	0	0	8	0	2	0	1.55	6	3	1	11	0	3	1	0	0	0	1	2
ENSMUSG00000037847	6.63	7.36	15.61	2	2	1	3.78	0	1.82	2	3.46	9.08	1.4	2	4.55	1	4	1	1	0	1	5	5
ENSMUSG00000037849	22.5	31.54	29.62	26	2	1	6	3	8.6	6	18	33	11.79	18	2	1	8	5	0	2	2	8	16
ENSMUSG00000037851	32	17	37	23	1	1	1	2	9	21	28	52	12	10	8	2	5	4	0	0	12	5	4
ENSMUSG00000037852	38	31	33	22	0	1	9	5	6	8	26	43	7	26	33	13	14	5	1	3	8	38	4
ENSMUSG00000037855	3	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000037857	37	30	30	14	2	1	9	5	5	7	13	33	7	3	30	4	4	4	1	0	0	5	4
ENSMUSG00000037860	19	21	23	20	4	0	8	7	1	8	27	21	3	10	18	3	5	9	1	2	1	10	1
ENSMUSG00000037868	1	1	2	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000037872	18	17	23	39	12	3	14	1	15	23	31	33	30	17	16	1	22	55	1	4	21	26	28
ENSMUSG00000037876	82	84	108	56	3	5	15	4	6	19	33	59	6	18	103	5	5	6	0	4	1	17	4
ENSMUSG00000037885	15	12	18	11	0	1	2	1	1	7	17	10	3	4	28	0	4	0	0	1	0	5	3
ENSMUSG00000037887	14	14	29	20	2	1	2	2	53	38	35	30	57	29	15	0	12	27	5	6	58	50	84
ENSMUSG00000037890	3	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000037894	256.82	164.31	247.73	136.05	42	33.33	138.18	33.85	47.19	132.46	250.03	397.7	127	81.81	199	10.21	128	92.96	2.39	19.36	43.63	112.43	53
ENSMUSG00000037896	38	23	23	16	1	1	0	4	4	3	17	24	7	9	25	0	4	1	0	0	1	5	1
ENSMUSG00000037902	410	305	544	148	2	4	16	8	68	154	272	428	106	87	120	14	32	43	6	17	41	164	58
ENSMUSG00000037904	2	3	4	2	0	1	0	0	3	2	2	4	1	0	6	0	1	1	0	0	0	3	0
ENSMUSG00000037905	47	28	52	29	8	1	16	5	28.34	29	44	79	34.08	9	29	4	13	18.05	0	2	9	22.18	10
ENSMUSG00000037907	3	2	3	3	0	0	0	0	1	4	9	3	2	1	4	1	0	1	0	0	2	5	4
ENSMUSG00000037913	20	17	24	3	2	0	1	1	1	3	10	11	1	5	2	1	2	3	0	0	0	3	2
ENSMUSG00000037916	35	37	53	30	2	0	9	5	35	44	67	124	66	20	42	1	13	15	1	5	24	29	31
ENSMUSG00000037921	21	17	34	5	0	0	0	1	0	0	4	12	4	3	5	1	5	8	2	2	0	4	0
ENSMUSG00000037922	101	112	114	66	2	3	10	10	13	27	59	115	20	26	7	6	10	7	0	0	8	7	13
ENSMUSG00000037926	237	193	334	138	3	1	8	5	68	87	195	268	126	57	239	9	15	9	1	3	34	122	41
ENSMUSG00000037933	481	380	414	377	6	10	60	30	90	166	348	609	95	359	266	62	132	49	9	35	104	318	116
ENSMUSG00000037935	103	82	100	63.35	8	2	11	10	35	57	107	139.9	82	40	101	2.98	26	84	2	8.34	38.02	53	20
ENSMUSG00000037936	92	41	107	45	0	0	7	6	44	66	56	131	48	43	32	6	20	21	5	5	59	45	53
ENSMUSG00000037938	6	2	5	4	0	0	4	1	5	1	5	8	10	0	2	0	2	2	0	0	0	5	4
ENSMUSG00000037940	19	5	9	16	0	0	1	1	0	2	4	11	0	0	4	0	1	1	0	0	1	1	1
ENSMUSG00000037942	2	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037944	85	96	108	83	4	1	29	13	116	93	103	178	110	37	40	6	16	5	1	4	57	60	44
ENSMUSG00000037946	170	106	178	82	0	0	5	8	46	55	164	367	90	69	116	7	14	8	4	9	35	132	66
ENSMUSG00000037949	33	22	41	8	0	0	1	1	15	13	21	51	26	9	7	3	5	2	0	1	12	36	13
ENSMUSG00000037957	19	7	12	15	1	1	3	1	3	3	18	13	1	3	9	1	1	2	0	0	0	4	1
ENSMUSG00000037958	24	28	39	18	0	0	1	3	14	22	37	61	21	13	45	2	5	2	0	3	4	19	21
ENSMUSG00000037960	107	78	107	56	7	9	33	10	52	56	147	231	63	76	133	15	66	36	1	12	101	238	88
ENSMUSG00000037965	58	47	58	33	5	3	10	5	2	6	27	51	10	1	76	6	7	10	0	1	1	4	3
ENSMUSG00000037966	353	281	327	265	35	36	184	54	199	204	438	811	229	347	337	58	363	133	13	93	346	1068	633
ENSMUSG00000037971	164	135.03	138	97	13	46	143	30	79	99.56	196.73	401	91	115	128	26	88	48	11	28	53	270	113
ENSMUSG00000037972	277	232	303	244	13	10	62	32	51	45	147	349	69	217	111	32	98	73	5	32	70	142	64
ENSMUSG00000037974	385	4	1	0	0	0	12	3	78	4	29	7	44	29	56	1	3	0	0	0	3	1	3
ENSMUSG00000037979	479	324	429	383	10	3	50	56	227	243	510	949	173	326	316	53	187	65	12	48	328	914	421
ENSMUSG00000037989	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	5
ENSMUSG00000037991	2	1	5	1	0	1	0	1	2	0	2	3	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000037992	182	155	275	63	1	0	3	0	35	63	109	177	70	44	110	6	16	13	0	2	26	164	43
ENSMUSG00000037993	96	76	129	38	1	0	2	4	14	43	70	128	40	28	90	11	10	6	0	1	17	40	17
ENSMUSG00000037995	2	0	0	2	1	0	0	0	0	0	0	4	0	0	0	0	1	4	0	0	0	1	0
ENSMUSG00000037997	18	7	13	4	0	0	2	1	1	4	8	19	1	4	0	2	3	54	0	4	3	5	7
ENSMUSG00000037999	38	27	49	21	2	0	10	2	6	10	28	47	9	7	92	1	3	1	0	2	1	1	2
ENSMUSG00000038000	20	14	35	16	2	1	5	3	15	20	26	58	27	10	14	0	5	6	0	3	16	13	16
ENSMUSG00000038002	30	19	21	10	0	2	0	3	1	4	8	15	2	0	20	0	2	2	0	1	1	3	4
ENSMUSG00000038005	12	11	13	11	1	1	8	3	3	5	19	30	15	5	9	3	9	9	2	0	3	5	0
ENSMUSG00000038007	134	98	106	100.01	1	7	13	7	31	52	148	185.61	21	137	81.63	26	47	35	6	18	205.25	247	64
ENSMUSG00000038010	0	0	0	0	1	0	0	0	1	0	3	3	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000038011	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0
ENSMUSG00000038013	20	37	38	13	1	0	7	3	16	20	30	43.82	20	12	20.88	1	5	2	0	1	10	13	19
ENSMUSG00000038014	129	95	131	94	5	4	16	10	17	35	78	161	34	41	110	10	15	33	0	6	14	21	18
ENSMUSG00000038022	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	2	0
ENSMUSG00000038023	87	56	58	51	1	0	1	1	5	14	32	52	15	32	38	7	8	7	0	6	11	34	5
ENSMUSG00000038024	65	42	49	44	1	3	15	3	2	7	20	39	9	12	38	4	5	5	0	2	4	6	2
ENSMUSG00000038025	49	30	43	24	0	0	2	0	3	7	21	37	4	11	32	3	2	1	0	0	1	3	0
ENSMUSG00000038028	5	6	7	5	0	0	0	1	2	1	3	6	9	1	3	0	2	0	0	0	3	1	2
ENSMUSG00000038034	20	9	16	6	0	1	0	3	6	15	17	29	9	5	2	1	8	5	1	2	8	8	3
ENSMUSG00000038037	12	8	6	5	4	0	7	2	2	4	8	22	4	0	9	1	0	2	0	0	0	3	3
ENSMUSG00000038039	18	23	17	5	0	1	2	2	5	0	15	21	3	4	25	3	0	3	0	1	0	6	0
ENSMUSG00000038042	3	2	2	4	0	0	1	0	0	1	3	3	2	0	2	0	0	0	0	0	0	1	2
ENSMUSG00000038045	1	0	1	0	0	0	0	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000038046	4	4	7	3	0	1	1	0	0	2	3	4	3	1	1	0	0	2	1	0	3	0	0
ENSMUSG00000038047	9	6	11	3	0	0	2	1	3	2	8	6	3	2	12	2	3	0	0	0	0	1	0
ENSMUSG00000038055	16	15	13	13	1	0	7	1	7	9	13	22	5	13	2	0	2	4	0	1	5	11	6
