Gene_ID	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Lung_1	Lung_2	Lung_3	Lung_4	Lung_5	Lung_6	Lung_7	Lung_8	Lung_9
ENSG00000108270	31	79	2	23	266	124	50	28	294	2	32	0	19	0	20	0	19	7
ENSG00000108278	20	8	43	19	27	42	97	33	100	9	16	0	12	0	6	19	1	6
ENSG00000108292	0	0	0	1	0	0	1	5	5	0	0	0	0	0	0	0	0	0
ENSG00000108294	48	108	71	86	384	225	177	171	523	51	132	146	127	41	67	31	35	75
ENSG00000108296	0	0	0	4	33	11	14	1	39	4	11	0	16	3	10	0	10	6
ENSG00000108298	1058	726	1381	774	3717	1815	2524	1011	8320	364	552	666	562	125	258	240	265	465
ENSG00000108306	0	0	0	26	59	0	0	0	1	6	5	0	11	0	0	0	0	4
ENSG00000108309	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000108312	0	25	2	0	4	43	43	13	84	4	19	0	20	0	27	0	7	19
ENSG00000108344	0	0	12	0	27	32	18	17	25	0	0	100	1	0	0	0	4	1
ENSG00000108349	1	22	3	3	9	9	0	4	15	9	18	29	14	0	7	4	3	10
ENSG00000108370	122	80	157	55	51	152	42	57	229	25	70	137	61	8	112	31	31	61
ENSG00000108375	23	3	0	0	0	2	0	5	7	1	0	0	0	0	0	3	0	0
ENSG00000108384	49	1	82	14	25	71	26	3	3	11	27	5	21	0	20	37	7	12
ENSG00000108387	602	300	557	427	761	625	659	440	527	251	393	299	282	169	113	103	181	247
ENSG00000108389	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	1	1
ENSG00000108395	1	1	1	1	1	18	7	1	12	8	24	0	4	6	4	15	3	8
ENSG00000108405	1294	523	379	524	1403	2186	2115	1881	1322	635	1205	305	586	307	704	461	338	605
ENSG00000108406	0	1	0	0	0	0	0	35	10	16	7	23	20	5	5	12	2	17
ENSG00000108423	0	0	0	0	0	0	0	0	4	12	5	0	1	0	1	0	0	1
ENSG00000108424	133	94	14	0	52	38	6	79	54	37	49	0	38	61	46	21	33	53
ENSG00000108433	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0
ENSG00000108439	5	0	0	0	8	6	1	1	0	0	0	1	2	0	1	0	1	1
ENSG00000108443	0	13	51	8	0	11	0	51	49	3	5	0	30	1	17	38	13	15
ENSG00000108448	0	13	0	0	0	18	28	20	24	0	9	1	14	6	11	13	4	5
ENSG00000108465	0	6	0	16	96	2	25	50	90	6	21	0	16	2	19	12	20	14
ENSG00000108468	0	0	0	0	32	0	28	6	8	2	3	0	0	0	0	0	0	6
ENSG00000108469	30	1	43	4	16	184	135	37	23	19	49	23	2	4	28	0	10	12
ENSG00000108474	0	0	0	0	0	0	0	0	9	0	0	0	4	0	0	1	2	0
ENSG00000108479	22	0	0	0	0	32	0	0	11	0	4	0	0	0	0	0	3	0
ENSG00000108506	0	0	0	0	1	0	0	0	0	4	0	0	0	1	3	0	0	5
ENSG00000108509	62	20	25	19	2	20	75	22	14	44	89	4	39	15	29	30	15	50
ENSG00000108510	32	27	0	26	9	33	9	2	43	52	32	2	33	48	34	38	20	59
ENSG00000108515	0	0	0	0	0	1	41	0	0	5	1	0	0	0	0	2	0	3
ENSG00000108518	1293	1438	1283	862	1699	2944	2689	2050	2753	716	1154	1147	661	508	859	810	546	783
ENSG00000108523	103	156	50	63	291	277	439	269	232	75	137	97	115	67	99	93	57	82
ENSG00000108528	51	46	90	34	71	145	33	54	130	17	50	12	31	11	26	13	17	14
ENSG00000108556	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000108557	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000108559	65	1	43	31	227	3	197	121	327	9	8	64	40	3	24	33	36	24
ENSG00000108561	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	5
ENSG00000108576	15	21	70	49	110	92	64	123	84	43	80	39	47	13	45	32	28	66
ENSG00000108578	13	0	0	0	29	36	29	0	44	7	6	1	9	0	6	0	0	0
ENSG00000108582	0	0	0	0	0	0	0	3	0	1	6	0	2	0	3	8	3	2
ENSG00000108587	122	55	21	14	169	188	0	67	30	16	14	1	41	14	22	0	16	40
ENSG00000108588	0	0	7	11	64	24	0	0	48	8	12	0	6	14	5	13	14	7
ENSG00000108590	44	15	5	43	44	16	59	11	56	4	16	20	24	9	7	7	16	20
ENSG00000108591	81	24	34	0	2	110	41	27	34	5	24	1	20	4	12	0	19	0
ENSG00000108592	9	19	69	1	151	26	51	0	11	1	22	0	15	0	1	0	1	5
ENSG00000108599	0	1	0	0	22	26	4	20	4	8	26	0	9	3	2	16	13	10
ENSG00000108604	1	0	0	0	18	7	0	0	18	8	2	0	2	3	13	9	6	6
ENSG00000108622	205	159	213	149	357	248	354	262	438	126	321	72	173	48	148	97	75	154
ENSG00000108639	4	1	13	8	75	31	98	23	174	3	17	0	3	0	0	2	3	0
ENSG00000108651	0	0	0	24	49	74	59	69	175	0	7	162	31	3	9	0	8	10
ENSG00000108654	330	255	212	170	1830	793	914	513	1892	130	402	399	364	44	205	169	223	288
ENSG00000108666	0	0	39	0	45	75	41	0	77	5	13	0	9	0	0	0	0	9
ENSG00000108669	11	1	7	8	124	13	41	13	56	6	13	0	5	0	23	0	15	23
ENSG00000108671	238	77	159	206	260	270	621	293	507	111	190	37	192	39	141	148	108	103
ENSG00000108679	28	22	0	18	44	0	1	1	43	31	70	0	33	2	19	4	8	14
ENSG00000108691	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000108733	0	0	0	2	0	0	0	4	2	0	0	0	0	0	0	0	0	0
ENSG00000108771	0	0	0	1	0	12	6	0	20	0	1	0	0	0	0	0	4	0
ENSG00000108773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ENSG00000108774	2	2	3	1	9	4	6	0	4	3	1	0	2	1	1	4	2	3
ENSG00000108788	13	12	0	30	44	21	60	51	63	6	16	74	26	0	23	4	10	15
ENSG00000108798	128	124	65	23	88	121	184	49	136	16	34	85	24	9	2	3	18	15
ENSG00000108799	1	0	3	0	0	31	0	1	82	6	7	0	26	40	8	2	17	46
ENSG00000108819	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	3
ENSG00000108823	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000108826	15	13	10	8	13	2	0	9	46	7	13	0	11	4	0	7	9	17
ENSG00000108828	0	2	0	0	0	4	0	1	31	0	2	0	2	1	6	0	2	4
ENSG00000108829	0	0	0	6	8	52	7	2	27	8	23	0	11	0	18	5	6	5
ENSG00000108839	1115	632	733	482	1046	2096	1586	1700	1404	329	712	652	401	288	560	386	276	441
ENSG00000108840	110	47	69	91	132	321	334	301	194	47	114	77	31	41	57	26	44	82
ENSG00000108846	1327	461	852	566	801	1433	1290	1153	1129	624	2108	164	1112	539	1371	1202	327	1944
ENSG00000108848	104	87	60	54	273	203	132	144	220	43	90	206	63	53	65	76	136	135
ENSG00000108854	0	0	0	31	3	1	1	0	17	0	0	0	4	0	0	0	3	0
ENSG00000108861	28	27	30	4	42	23	47	0	28	12	46	0	15	12	22	7	17	15
ENSG00000108883	283	249	149	116	258	212	148	187	278	80	150	0	172	92	228	262	44	258
ENSG00000108946	78	160	86	54	147	100	277	82	172	301	404	127	518	146	488	404	195	371
ENSG00000108950	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108953	4390	4215	4021	2721	4149	4756	4110	4105	3606	1603	2379	2827	2770	1107	2048	2568	1024	2279
ENSG00000108960	3444	2828	2391	1863	3423	3111	3412	3351	3000	981	1315	1663	1100	374	1550	1186	488	1511
ENSG00000108963	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	5	0
ENSG00000108984	0	25	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	4
ENSG00000109016	65	18	0	0	60	97	23	16	61	3	37	0	26	6	17	10	12	24
ENSG00000109046	36	36	13	8	87	58	78	5	67	12	17	0	32	0	20	1	26	45
ENSG00000109061	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000109062	133	51	62	55	130	264	202	196	192	35	58	63	21	3	77	17	22	50
ENSG00000109065	0	21	15	0	35	48	18	5	11	3	11	0	4	0	1	0	5	0
ENSG00000109066	91	66	41	45	31	31	113	60	68	56	122	0	41	24	60	26	31	60
ENSG00000109079	0	0	4	0	0	0	2	0	16	0	9	0	0	0	2	0	0	2
ENSG00000109083	46	14	33	0	15	58	27	18	69	5	29	0	14	0	14	12	7	15
ENSG00000109084	0	0	0	0	3	0	0	0	4	0	0	30	0	0	0	0	0	0
ENSG00000109089	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	3
ENSG00000109103	0	9	0	31	25	44	0	16	56	2	3	0	0	0	5	8	3	7
ENSG00000109107	15	22	0	0	1	18	28	31	117	17	19	0	6	9	36	16	2	29
ENSG00000109111	1	57	2	60	49	1	31	24	30	33	54	0	40	36	35	31	25	33
ENSG00000109113	32	59	0	0	88	84	72	42	75	22	16	8	13	15	9	0	16	0
ENSG00000109118	0	0	0	0	6	0	20	0	24	5	5	19	5	4	10	2	3	0
ENSG00000109133	13	0	3	0	1	26	59	0	38	0	2	0	3	0	8	0	0	4
ENSG00000109163	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000109171	408	456	405	260	244	375	289	164	291	143	205	78	135	115	162	297	56	319
ENSG00000109180	251	302	120	154	299	164	281	147	646	98	144	10	121	95	177	79	49	181
ENSG00000109184	2	62	75	13	56	6	41	0	7	20	13	184	22	13	33	45	12	57
ENSG00000109189	0	0	0	0	0	0	0	0	6	1	2	0	6	0	0	4	0	9
ENSG00000109220	32	13	47	15	68	47	5	67	30	14	20	0	19	0	11	5	7	11
ENSG00000109265	0	0	0	0	2	8	0	2	16	4	2	0	0	2	5	0	1	6
ENSG00000109270	53	37	65	13	42	111	158	64	77	19	19	42	43	10	33	17	14	28
ENSG00000109272	6018	5758	5825	4159	1261	1311	1187	904	1385	5023	2306	1687	4934	1104	5099	221	1550	4382
ENSG00000109320	0	1	0	0	1	9	0	0	16	1	6	0	5	0	0	0	3	11
ENSG00000109321	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
ENSG00000109323	42	32	35	21	61	7	13	25	39	15	32	92	38	6	70	32	6	27
ENSG00000109332	522	436	457	347	813	550	529	391	977	181	300	337	431	99	365	283	130	309
ENSG00000109339	4	0	30	35	80	0	5	3	136	6	4	0	22	8	51	15	6	39
ENSG00000109381	52	22	45	6	32	29	16	37	40	28	13	0	41	47	10	5	12	57
ENSG00000109390	170	89	96	95	184	370	445	205	301	96	193	68	133	88	146	134	46	154
ENSG00000109436	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000109445	0	0	0	0	106	0	6	33	74	6	4	0	13	0	6	2	1	15
ENSG00000109452	9	2	37	9	114	46	137	99	121	10	25	26	40	50	27	53	30	35
ENSG00000109458	0	0	2	0	0	1	0	0	0	18	3	0	6	6	9	0	4	14
ENSG00000109466	0	1	0	13	0	2	1	0	0	0	4	0	3	0	0	0	2	0
ENSG00000109475	582	511	890	651	2481	1224	1696	702	5506	296	654	555	817	115	323	289	433	514
ENSG00000109501	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109519	0	16	0	25	44	17	28	16	60	3	16	0	9	0	8	0	6	8
ENSG00000109534	0	17	0	0	0	0	0	7	40	0	0	0	0	1	0	0	1	0
ENSG00000109536	132	100	144	29	153	22	48	72	208	27	43	181	30	12	25	14	28	42
ENSG00000109572	169	268	176	172	101	386	506	510	250	241	545	197	519	122	333	277	228	507
ENSG00000109586	11	0	0	0	31	7	0	0	0	2	2	0	7	0	2	9	0	0
ENSG00000109606	6	16	26	0	25	22	35	19	82	5	11	79	37	1	8	0	16	27
ENSG00000109618	0	0	0	0	0	1	0	56	0	3	6	0	4	7	0	0	3	5
ENSG00000109667	0	0	0	0	0	0	0	0	10	15	3	0	0	2	1	0	2	0
ENSG00000109670	2	16	10	6	1	0	14	1	8	17	13	20	12	21	19	25	6	26
ENSG00000109674	0	3	0	1	0	1	0	0	0	1	7	0	5	0	1	8	0	4
ENSG00000109680	0	1	0	0	0	0	0	0	1	4	0	0	7	0	1	0	2	2
ENSG00000109685	3	0	0	1	0	0	2	6	1	2	3	0	19	12	6	6	4	8
ENSG00000109689	0	16	0	1	0	1	9	8	98	6	26	0	17	36	7	14	10	18
ENSG00000109736	67	87	35	0	0	58	7	9	73	5	33	0	1	10	0	0	0	2
ENSG00000109738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4
ENSG00000109743	0	0	0	0	91	0	0	0	41	4	3	0	12	6	0	1	0	5
ENSG00000109756	0	1	0	0	1	1	1	7	0	25	11	0	7	15	6	0	7	18
ENSG00000109762	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ENSG00000109771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000109775	0	0	2	0	43	31	0	0	81	10	14	0	1	0	5	42	5	2
ENSG00000109787	24	2	0	12	11	16	31	10	24	36	33	2	24	25	12	48	26	50
ENSG00000109790	7	30	4	2	2	83	88	61	6	102	70	0	49	26	73	93	39	2
ENSG00000109805	0	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	9
ENSG00000109814	0	0	0	0	21	0	0	14	6	0	0	0	3	0	0	0	1	4
ENSG00000109854	417	38	389	406	1289	467	443	350	448	407	353	703	52	86	255	323	111	342
ENSG00000109861	48	22	23	0	124	165	165	85	233	20	97	10	96	20	24	26	28	58
ENSG00000109881	3	0	0	0	20	8	0	0	3	0	9	1	0	0	0	0	2	0
ENSG00000109906	1	0	10	0	28	40	23	29	67	1	32	61	27	9	12	3	20	24
ENSG00000109911	1	0	0	43	0	0	17	0	49	4	10	0	7	0	19	0	0	8
ENSG00000109917	7	0	0	0	31	0	126	50	19	0	0	100	4	0	0	0	1	4
ENSG00000109919	67	234	61	38	161	150	183	186	284	41	73	0	100	51	15	45	22	87
ENSG00000109920	0	0	10	0	60	3	29	43	111	7	18	1	10	33	4	0	9	15
ENSG00000109927	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0
ENSG00000109929	24	9	0	5	27	12	1	1	13	2	4	17	3	1	0	4	12	13
ENSG00000109943	0	0	0	0	0	0	0	8	74	0	0	0	3	0	0	0	1	3
ENSG00000109944	0	0	0	1	17	12	0	0	1	1	0	0	0	0	2	13	0	3
ENSG00000109971	549	227	474	143	1140	475	969	486	2809	70	247	298	268	55	147	77	81	180
ENSG00000110002	210	17	137	146	220	376	378	433	80	73	154	50	90	25	10	96	209	34
ENSG00000110011	300	272	558	162	285	521	346	407	294	63	171	212	27	20	93	37	20	66
ENSG00000110013	192	168	175	52	112	163	279	219	224	179	349	191	372	74	238	175	112	241
ENSG00000110031	10	60	50	38	42	93	56	0	167	1	14	1	28	0	13	9	7	2
ENSG00000110046	10	0	0	0	0	0	6	0	2	0	2	0	0	0	0	0	0	3
ENSG00000110047	188	109	175	67	215	255	256	187	372	25	107	50	34	14	51	33	25	53
ENSG00000110048	0	0	0	0	0	0	0	0	6	4	2	0	2	0	1	0	3	4
ENSG00000110057	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0
ENSG00000110060	5	0	10	0	7	0	0	0	31	0	1	0	2	0	0	0	0	0
ENSG00000110063	23	1	12	16	31	0	45	0	28	0	3	0	4	0	0	0	2	0
ENSG00000110066	0	7	0	0	0	1	64	2	42	1	12	0	3	0	1	0	6	18
ENSG00000110074	0	0	0	0	0	22	0	0	2	0	0	0	4	0	7	0	0	9
ENSG00000110075	120	0	23	21	20	8	27	51	29	45	55	3	50	11	35	49	38	58
ENSG00000110076	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000110077	35	49	29	33	267	19	48	0	211	12	18	54	10	0	0	33	22	10
ENSG00000110079	0	0	0	0	1	22	1	0	0	2	0	0	1	0	1	0	4	6
ENSG00000110080	82	9	27	8	1	15	46	72	28	9	15	68	21	2	23	1	10	1
ENSG00000110090	9	32	66	3	7	39	161	80	29	52	58	0	32	15	18	31	27	70
ENSG00000110092	18	0	0	4	0	2	0	0	0	0	1	0	2	0	0	1	0	0
ENSG00000110104	2	0	16	0	1	0	0	2	6	0	1	0	4	0	0	0	0	1
ENSG00000110107	16	1	0	0	9	0	0	0	0	1	3	0	0	1	4	6	6	4
ENSG00000110108	9	29	3	9	38	23	55	15	37	2	7	0	4	0	9	3	11	5
ENSG00000110169	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
ENSG00000110171	0	0	0	0	0	9	0	0	1	0	0	19	0	0	0	0	0	0
ENSG00000110172	26	1	0	27	15	2	55	12	63	7	15	119	20	4	7	0	3	18
ENSG00000110195	13	0	0	0	0	0	0	0	0	10	20	0	0	8	8	5	0	5
ENSG00000110200	20	30	10	25	16	66	35	22	49	23	30	0	13	1	21	17	4	12
ENSG00000110203	0	0	0	0	11	0	0	0	19	0	3	0	1	0	0	0	1	0
ENSG00000110218	31	88	139	53	71	65	130	63	319	33	78	269	92	18	83	43	49	87
ENSG00000110245	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ENSG00000110274	0	0	0	0	20	10	18	0	11	0	3	0	3	4	1	2	1	6
ENSG00000110315	34	43	33	1	64	38	54	24	67	20	20	82	32	0	30	23	10	12
ENSG00000110318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ENSG00000110321	891	869	736	905	2231	3425	2954	1947	1911	3162	5198	1126	5227	1639	3986	4744	2711	4915
ENSG00000110324	20	0	1	0	6	4	12	3	62	3	5	0	5	3	0	0	4	3
ENSG00000110330	6	26	13	15	108	114	67	41	26	37	56	12	78	38	79	92	35	27
ENSG00000110344	0	0	0	0	2	42	0	0	2	1	0	0	6	12	0	0	4	16
ENSG00000110367	85	0	0	35	55	164	47	39	14	49	46	0	54	61	23	48	31	39
ENSG00000110395	22	6	6	1	7	34	41	14	7	20	29	0	18	22	6	12	18	8
ENSG00000110422	10	1	3	2	49	55	9	3	3	45	28	1	27	51	44	33	19	78
ENSG00000110429	68	0	0	6	36	0	20	2	21	5	12	0	16	1	0	0	7	0
ENSG00000110435	24	22	0	0	0	1	0	0	1	2	0	0	0	0	0	7	1	1
ENSG00000110442	20	13	2	15	77	53	79	32	74	3	22	46	9	2	9	18	9	17
ENSG00000110446	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	0
ENSG00000110448	0	5	3	0	0	19	4	5	72	0	0	0	2	0	0	0	0	1
ENSG00000110455	211	96	230	110	162	130	260	79	195	95	41	0	69	17	69	38	49	87
ENSG00000110492	69	38	18	6	10	13	17	12	23	1	13	24	1	0	20	0	3	2
ENSG00000110497	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	1	5
ENSG00000110514	93	55	63	41	186	236	225	156	236	163	420	6	283	95	267	222	243	428
ENSG00000110583	0	0	0	2	0	23	0	3	0	0	0	0	0	2	3	0	0	1
ENSG00000110619	0	0	0	24	73	27	73	26	153	10	22	0	43	3	0	37	9	12
ENSG00000110628	1	0	0	0	0	0	24	0	4	0	4	0	1	0	0	0	0	0
ENSG00000110651	0	0	64	17	4	0	47	0	19	0	7	0	8	0	0	0	8	5
ENSG00000110665	165	76	107	66	102	310	232	274	30	33	81	134	68	77	80	83	27	161
ENSG00000110693	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0
ENSG00000110696	659	559	487	500	1025	1556	1003	841	895	433	428	474	676	316	601	518	182	643
ENSG00000110697	16	0	0	0	23	1	1	14	3	2	0	0	0	0	5	1	0	2
ENSG00000110700	339	411	536	470	1708	1060	1346	495	3870	212	386	177	464	68	182	122	175	286
ENSG00000110711	71	22	50	45	125	95	58	130	120	3	26	0	15	10	15	23	10	34
ENSG00000110713	0	6	0	1	5	28	14	0	4	5	16	0	22	14	12	0	10	16
ENSG00000110717	25	50	60	34	67	80	142	16	163	13	46	0	70	19	30	27	18	22
ENSG00000110719	0	23	14	0	41	28	12	0	37	3	8	0	1	0	0	1	7	5
ENSG00000110721	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	5
ENSG00000110756	4	4	0	0	0	1	1	0	0	8	5	0	2	8	6	7	1	15
ENSG00000110768	0	30	14	5	28	7	30	34	43	14	35	0	43	12	42	4	12	28
ENSG00000110777	0	0	0	1	0	0	4	1	1	0	0	0	0	0	0	0	1	0
ENSG00000110799	39	33	86	42	231	126	228	317	40	236	304	18	151	147	269	140	142	325
ENSG00000110841	0	0	37	0	13	28	0	25	0	4	5	108	0	0	11	0	0	17
ENSG00000110844	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9
ENSG00000110848	9	25	0	0	88	11	75	68	90	12	35	1	62	0	13	8	53	14
ENSG00000110851	0	0	0	0	0	15	0	1	1	3	0	0	10	0	0	0	0	9
ENSG00000110852	13	0	41	31	307	34	17	64	321	9	37	27	16	0	18	20	30	7
ENSG00000110871	0	27	45	61	27	39	84	21	140	1	6	0	7	0	12	0	11	10
ENSG00000110876	5	13	3	0	65	21	17	9	78	2	12	0	5	0	0	1	3	4
ENSG00000110880	582	122	670	291	777	569	903	499	759	1023	1418	129	1196	536	1308	885	764	1769
ENSG00000110887	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
ENSG00000110888	0	0	1	0	0	0	0	23	6	1	0	0	4	0	0	0	4	10
ENSG00000110906	19	25	31	52	13	46	60	77	40	45	70	32	66	22	65	59	35	57
ENSG00000110911	0	0	0	0	0	0	0	50	39	7	29	0	37	0	1	39	8	21
ENSG00000110917	0	0	1	0	3	18	4	1	0	16	5	0	9	15	4	14	5	10
ENSG00000110921	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000110925	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110931	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0
ENSG00000110934	5295	4475	4425	2906	5444	9857	8529	7142	6496	2084	3929	2562	3253	1724	3003	2839	2036	3284
ENSG00000110944	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	1	1	0
ENSG00000110955	590	336	596	329	919	1083	1141	946	1656	165	307	500	323	103	249	168	115	212
ENSG00000110958	317	303	300	329	601	633	623	695	900	79	171	365	170	29	156	131	51	205
ENSG00000110987	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	3
ENSG00000111011	11	97	144	49	297	101	259	138	398	70	97	291	221	37	98	24	88	91
ENSG00000111052	0	0	28	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ENSG00000111057	17	19	0	9	71	33	31	19	62	8	8	0	6	8	10	0	0	21
ENSG00000111110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000111142	29	32	0	46	155	41	33	0	199	23	23	149	18	9	30	22	17	23
ENSG00000111144	130	224	258	66	873	382	371	128	989	43	119	1	183	49	94	45	49	79
ENSG00000111145	8	16	17	6	9	7	21	34	26	28	29	2	26	9	32	54	23	28
ENSG00000111181	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000111196	370	369	207	261	557	545	659	346	740	16	32	794	178	24	141	192	75	330
ENSG00000111203	0	0	46	1	7	54	19	67	30	0	4	0	1	0	6	0	1	3
ENSG00000111215	13	0	15	15	41	9	7	0	4	2	0	0	8	0	1	4	0	0
ENSG00000111224	7	0	4	1	2	0	0	6	16	8	7	0	18	3	7	0	1	14
ENSG00000111229	957	769	819	675	1979	1324	1142	954	2012	345	547	558	546	210	323	165	279	429
ENSG00000111231	24	14	56	45	138	84	42	13	80	6	27	0	22	13	6	14	14	12
ENSG00000111237	160	261	153	101	143	217	274	120	315	65	152	239	158	79	111	108	32	92
ENSG00000111245	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000111247	0	0	0	0	0	33	0	0	12	0	1	0	2	0	0	0	0	0
ENSG00000111252	4	1	0	1	1	2	1	3	1	7	5	0	8	6	2	5	4	7
ENSG00000111254	0	0	0	0	10	4	0	0	10	0	0	0	0	0	3	0	0	7
ENSG00000111261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000111266	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2
ENSG00000111269	5	0	0	3	29	35	2	2	12	3	14	0	4	3	4	3	4	11
ENSG00000111271	13	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	4
ENSG00000111275	16	19	13	18	53	29	25	0	59	9	12	59	7	0	3	0	4	8
ENSG00000111276	0	0	0	0	1	0	0	4	6	0	4	0	2	0	0	2	0	3
ENSG00000111291	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111300	23	0	0	0	0	5	48	37	33	0	12	0	5	10	0	3	2	17
ENSG00000111319	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000111321	0	0	0	0	0	18	0	0	6	8	0	0	0	2	0	0	1	0
ENSG00000111325	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111328	432	761	320	234	786	527	477	372	451	485	385	231	309	238	203	343	221	263
ENSG00000111331	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	2	1
ENSG00000111335	0	0	0	0	41	0	0	0	1	3	2	3	2	0	0	2	4	10
ENSG00000111341	1	3	2	0	0	0	0	0	3	1	6	0	2	0	0	1	0	0
ENSG00000111348	14593	9667	12948	10085	21996	22967	19546	16819	19691	7026	8845	10115	8481	4646	7176	6383	3452	6965
ENSG00000111358	0	0	3	0	0	0	11	0	14	3	16	0	3	0	4	0	1	3
ENSG00000111361	66	37	27	12	3	24	87	24	61	8	10	0	37	13	8	0	8	12
ENSG00000111364	0	0	47	0	103	120	0	63	54	2	6	0	0	0	0	4	1	0
ENSG00000111371	42	0	17	49	91	29	73	8	154	0	10	0	20	2	18	1	6	8
ENSG00000111412	0	0	0	0	0	0	18	0	5	0	3	0	0	0	0	0	0	0
ENSG00000111424	15	11	14	3	21	34	71	15	35	25	67	0	35	6	29	0	23	33
ENSG00000111445	0	0	1	0	0	0	0	0	12	1	4	0	6	0	1	0	2	0
ENSG00000111450	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	3	2	2
ENSG00000111452	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111481	424	488	539	259	555	870	792	524	701	136	268	707	237	115	165	216	129	183
ENSG00000111530	9	0	1	8	0	27	0	0	19	5	7	0	7	6	0	9	12	20
ENSG00000111537	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0
ENSG00000111540	19	9	7	34	48	38	64	19	28	36	112	34	99	20	80	49	40	55
ENSG00000111554	251	106	114	227	182	1043	899	639	255	134	390	9	140	166	173	399	135	263
ENSG00000111581	97	0	0	0	38	8	66	6	177	18	39	0	17	17	16	29	25	25
ENSG00000111596	38	110	72	174	167	64	95	128	435	33	36	0	114	9	32	7	25	60
ENSG00000111602	33	0	0	0	24	8	0	0	0	0	0	0	0	0	0	0	6	0
ENSG00000111605	68	88	50	5	87	52	54	124	169	15	73	30	37	12	26	29	17	22
ENSG00000111615	43	53	0	0	162	50	34	81	211	5	32	41	49	1	5	0	5	25
ENSG00000111639	52	78	39	36	96	62	48	38	152	30	61	87	74	24	35	12	14	12
