Gene_ID	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Lung_1	Lung_2	Lung_3	Lung_4	Lung_5	Lung_6	Lung_7	Lung_8	Lung_9
ENSG00000000003	0	0	0	0	0	1	3	0	0	2	0	0	0	0	0	0	0	2
ENSG00000000419	0	75	0	17	139	0	100	94	190	24	26	156	20	3	17	0	24	14
ENSG00000000457	17	23	0	0	0	52	17	0	12	0	6	0	6	0	3	0	3	11
ENSG00000000460	4	6	4	10	1	25	21	0	27	6	7	0	17	0	22	11	15	21
ENSG00000000938	196	32	36	94	319	123	132	72	337	10	49	0	44	1	8	31	33	35
ENSG00000000971	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000001036	109	109	109	68	103	148	124	68	126	20	31	53	28	24	53	18	11	34
ENSG00000001084	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	4	0
ENSG00000001167	0	0	0	0	1	29	0	0	7	7	3	0	6	0	0	0	1	3
ENSG00000001460	0	0	0	26	0	34	1	0	1	1	5	0	6	0	0	5	0	0
ENSG00000001461	47	7	59	31	39	47	66	66	65	24	73	0	65	5	21	19	49	43
ENSG00000001497	0	1	0	7	0	21	11	25	93	0	3	48	10	9	0	0	0	10
ENSG00000001561	0	0	0	0	11	0	0	0	8	0	4	0	3	1	1	9	0	0
ENSG00000001629	15	0	0	29	39	6	19	37	23	28	13	20	20	17	26	36	13	63
ENSG00000001631	32	25	41	7	0	77	79	0	59	23	11	0	19	24	39	43	11	42
ENSG00000002016	0	0	0	0	8	0	3	0	6	0	1	0	0	0	0	0	0	1
ENSG00000002330	50	23	36	10	23	93	88	53	51	5	16	19	21	5	22	13	2	15
ENSG00000002549	0	73	21	120	102	142	119	1	190	64	68	0	44	2	46	14	28	64
ENSG00000002586	11325	7007	8918	6192	8815	8280	6245	5425	13850	4357	5388	3898	4854	1968	4459	2317	2546	3908
ENSG00000002587	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002822	15	49	39	0	48	7	94	0	89	1	10	0	4	0	0	0	3	11
ENSG00000002834	3	7	0	17	11	22	18	16	16	23	29	0	13	1	13	14	13	20
ENSG00000002919	0	0	4	0	42	0	54	25	4	9	9	60	7	13	6	0	4	5
ENSG00000002933	0	0	0	1	39	0	0	0	56	0	0	0	1	0	0	0	2	0
ENSG00000003056	103	13	76	53	142	241	123	111	307	52	159	0	124	37	113	56	51	97
ENSG00000003096	0	6	0	0	0	0	0	0	1	0	5	0	3	0	3	0	3	0
ENSG00000003147	0	0	0	0	6	0	1	3	1	8	9	0	3	2	2	17	1	20
ENSG00000003249	0	0	1	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0
ENSG00000003393	0	0	0	0	0	0	0	0	1	6	4	0	10	0	0	1	4	0
ENSG00000003400	0	0	0	0	15	1	5	3	1	3	2	0	2	0	1	0	0	1
ENSG00000003402	112	75	49	65	133	160	143	80	185	153	213	3	187	84	167	76	89	137
ENSG00000003436	692	629	742	398	1219	1350	1014	1089	652	488	659	431	947	306	571	676	463	769
ENSG00000003509	0	0	0	0	0	0	0	0	39	4	0	0	1	0	0	0	3	0
ENSG00000003756	10	0	16	15	189	1	3	19	96	14	17	0	50	7	10	19	25	8
ENSG00000004059	518	619	475	435	584	927	1044	915	960	95	389	187	217	99	256	130	80	216
ENSG00000004139	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0
ENSG00000004142	0	54	0	0	0	40	75	40	83	2	2	134	3	0	8	1	1	0
ENSG00000004399	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0
ENSG00000004455	16	39	65	10	95	42	29	77	91	21	7	0	12	0	4	18	10	14
ENSG00000004468	0	31	0	0	0	38	0	0	1	4	7	0	0	0	0	0	4	7
ENSG00000004478	17	0	4	0	0	0	0	17	46	0	3	0	0	0	0	0	0	0
ENSG00000004487	0	9	1	1	2	27	2	1	20	6	4	0	15	28	1	13	8	25
ENSG00000004534	0	0	0	0	91	6	50	16	49	47	78	119	26	27	21	30	22	50
ENSG00000004660	0	0	0	0	0	1	0	0	0	0	5	0	0	0	1	6	1	0
ENSG00000004700	77	60	21	38	31	72	77	63	134	21	64	0	60	0	49	24	32	62
ENSG00000004766	0	0	0	0	12	16	21	23	39	0	1	0	1	15	1	1	6	5
ENSG00000004776	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	1
ENSG00000004779	54	35	38	47	258	121	102	61	99	5	23	51	17	7	6	25	16	18
ENSG00000004799	0	0	0	0	35	0	0	0	0	3	3	20	0	0	0	0	0	4
ENSG00000004809	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000004846	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004848	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000004864	0	0	1	0	5	0	0	0	15	0	5	0	4	0	4	0	4	2
ENSG00000004866	469	263	369	117	196	313	193	81	332	166	182	38	142	140	118	276	133	199
ENSG00000004897	371	177	270	277	263	161	198	312	251	150	254	67	128	170	158	165	113	287
ENSG00000004939	0	0	0	0	7	0	0	0	1	0	42	0	18	0	0	0	0	0
ENSG00000004961	10	0	10	15	5	53	7	11	47	0	8	0	12	0	9	0	4	5
ENSG00000004975	0	0	0	0	0	0	0	1	1	0	8	0	0	0	2	0	0	0
ENSG00000005001	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000005007	1	26	0	1	2	1	3	1	0	0	5	0	3	8	0	0	3	5
ENSG00000005020	4348	2988	2812	2037	3642	4668	3759	2947	3963	1660	2221	3133	1954	1040	1770	2170	972	2616
ENSG00000005022	127	86	110	67	207	172	151	135	408	46	66	88	105	31	37	47	40	90
ENSG00000005059	0	7	13	0	19	97	8	48	110	8	0	23	9	0	0	0	9	1
ENSG00000005075	16	22	13	17	113	61	30	30	68	26	32	0	34	18	31	14	11	29
ENSG00000005100	0	0	0	0	0	0	0	0	0	0	2	0	5	10	0	0	1	1
ENSG00000005102	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
ENSG00000005156	0	0	0	0	0	11	24	7	5	0	8	0	6	0	0	0	0	0
ENSG00000005175	224	224	195	59	222	199	113	180	77	51	92	275	101	44	99	133	102	160
ENSG00000005187	67	0	0	0	94	21	0	0	0	30	29	54	104	0	26	30	10	1
ENSG00000005189	65	0	41	0	19	145	22	43	33	4	13	0	21	0	1	15	12	2
ENSG00000005194	46	10	124	5	76	72	120	123	121	32	22	128	38	0	21	11	13	8
ENSG00000005206	0	0	0	0	4	0	1	0	0	4	9	0	0	0	1	0	1	7
ENSG00000005238	11	3	32	0	76	85	60	88	34	15	37	1	26	14	28	39	13	15
ENSG00000005243	0	0	0	0	0	0	40	0	0	0	0	0	0	0	1	0	3	0
ENSG00000005249	958	657	666	614	700	1161	1113	701	984	1264	1116	328	768	1624	930	1637	672	1881
ENSG00000005302	55	1	0	22	43	22	35	17	77	11	12	0	27	16	26	8	21	29
ENSG00000005339	0	1	1	1	14	3	5	22	1	14	27	0	22	25	32	12	23	57
ENSG00000005379	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000005381	0	0	0	0	9	0	0	0	4	0	2	0	0	0	0	0	0	0
ENSG00000005421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000005436	0	0	0	40	0	0	0	13	0	0	0	0	0	0	0	7	0	1
ENSG00000005448	0	0	0	0	0	0	2	0	50	0	0	0	1	0	0	0	1	0
ENSG00000005469	4	0	39	0	0	17	0	0	14	0	0	0	4	5	1	0	1	12
ENSG00000005471	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000005483	673	398	684	412	1156	769	701	521	1296	204	215	274	352	194	263	269	208	456
ENSG00000005486	51	98	17	55	51	86	71	74	163	6	31	3	14	9	34	11	7	15
ENSG00000005700	25	0	5	0	0	48	0	0	57	20	3	0	25	12	4	15	13	50
ENSG00000005801	5	0	14	0	24	18	28	5	11	0	0	0	0	0	0	1	2	0
ENSG00000005810	141	116	102	143	301	257	155	69	147	123	115	0	146	118	141	181	118	141
ENSG00000005812	1	1	0	12	4	0	2	0	4	4	4	0	3	0	2	0	0	14
ENSG00000005844	0	0	1	0	20	35	32	20	7	1	24	0	2	1	0	17	33	14
ENSG00000005882	64	100	16	29	147	206	177	204	96	39	122	141	48	23	60	30	27	45
ENSG00000005884	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ENSG00000005889	0	0	0	0	81	44	0	7	18	4	2	0	11	0	3	11	9	2
ENSG00000005893	438	301	75	244	517	427	233	286	245	131	126	293	216	106	158	118	58	173
ENSG00000005955	43	21	36	0	59	79	23	112	247	18	25	0	31	3	9	18	21	48
ENSG00000005961	9751	6202	6588	4233	8826	12465	12162	8893	10991	7099	21161	9359	7545	5945	7444	7575	4103	8076
ENSG00000006007	422	183	220	161	246	452	241	250	236	41	177	139	66	39	107	84	44	104
ENSG00000006015	14	12	7	6	22	61	64	39	48	7	16	0	6	2	10	5	3	12
ENSG00000006025	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000006042	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000006062	0	0	0	0	0	3	10	0	2	0	3	0	0	0	0	0	1	1
ENSG00000006074	0	1	0	0	0	3	0	0	0	0	2	0	0	0	1	0	1	1
ENSG00000006075	4	0	1	0	6	1	18	0	6	2	5	0	2	0	0	0	4	4
ENSG00000006114	0	1	0	5	56	13	60	0	23	9	11	0	6	5	16	24	11	15
ENSG00000006125	121	105	35	113	106	216	106	77	168	242	388	92	230	202	289	331	179	357
ENSG00000006194	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
ENSG00000006282	0	0	0	0	22	0	37	0	44	0	0	0	0	0	6	0	0	0
ENSG00000006283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000006327	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000006451	0	10	0	0	32	86	106	96	35	7	19	65	16	4	9	0	2	12
ENSG00000006459	1	0	47	0	94	72	0	66	9	21	31	0	70	29	36	63	21	82
ENSG00000006468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ENSG00000006530	0	0	0	0	4	0	6	0	25	0	1	0	8	0	0	1	6	0
ENSG00000006534	16	0	0	0	3	1	0	17	20	2	1	0	1	0	0	0	0	0
ENSG00000006576	99	122	42	6	98	159	161	155	81	108	165	0	153	84	64	15	67	133
ENSG00000006607	4	0	10	0	0	0	0	0	7	0	1	0	2	0	0	0	0	1
ENSG00000006625	26	6	17	31	0	4	19	11	43	5	6	0	8	0	9	0	3	8
ENSG00000006634	0	7	0	0	28	94	2	57	29	4	6	0	13	2	0	4	4	17
ENSG00000006638	3	2	2	13	6	18	27	10	12	1	16	10	19	12	15	12	8	14
ENSG00000006652	1291	753	888	562	1062	1486	1462	1652	857	553	793	554	831	186	506	445	463	732
ENSG00000006659	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000006695	0	0	0	0	9	4	1	5	5	0	6	0	3	0	1	0	3	0
ENSG00000006704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000006712	30	37	1	30	55	43	43	52	85	28	27	0	23	20	8	15	17	25
ENSG00000006715	281	201	215	68	247	481	349	217	277	163	315	123	307	217	265	360	159	337
ENSG00000006744	0	0	1	0	21	94	43	21	27	6	27	0	1	0	8	0	0	0
ENSG00000006756	0	0	0	0	4	0	0	0	0	3	2	0	0	0	0	0	0	2
ENSG00000006757	0	0	0	0	13	12	0	0	23	0	0	1	2	0	2	0	4	0
ENSG00000006831	25	13	49	20	26	51	3	43	1	18	19	45	30	24	20	19	7	29
ENSG00000006837	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000007038	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
ENSG00000007047	1	0	2	0	1	0	0	0	0	0	1	0	0	0	3	10	0	1
ENSG00000007080	15	0	14	9	8	76	16	36	41	6	15	0	3	1	0	9	5	3
ENSG00000007129	0	0	0	0	0	0	0	19	14	6	0	0	7	2	0	0	2	0
ENSG00000007168	19	50	3	8	118	96	52	2	116	73	71	0	70	43	60	48	15	61
ENSG00000007202	0	0	4	0	2	0	0	1	12	0	1	0	7	17	13	7	5	11
ENSG00000007237	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0
ENSG00000007255	11	35	63	25	69	19	66	10	88	15	27	0	14	5	2	13	9	14
ENSG00000007264	10	1	1	0	25	44	0	15	3	0	3	0	0	0	0	0	2	2
ENSG00000007312	0	0	34	0	183	51	137	0	514	5	9	0	3	3	4	0	15	8
ENSG00000007314	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000007341	3	51	10	49	61	4	55	24	66	14	33	261	11	6	5	0	8	30
ENSG00000007350	1	0	0	0	0	0	7	0	23	7	11	0	1	8	2	0	0	2
ENSG00000007376	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0
ENSG00000007392	21	0	1	0	1	11	44	0	73	5	14	0	9	2	1	0	17	8
ENSG00000007520	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	7	2	0
ENSG00000007541	0	0	0	0	0	0	0	12	0	0	4	0	0	0	0	0	0	0
ENSG00000007908	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000007923	0	0	0	29	93	0	3	0	17	8	5	13	6	0	7	0	3	3
ENSG00000007944	0	0	0	0	5	0	0	2	58	0	3	0	11	1	3	0	3	3
ENSG00000008018	186	89	76	160	427	229	122	164	532	33	68	210	100	16	36	26	28	61
ENSG00000008083	52	86	53	53	94	199	166	129	116	71	112	30	99	73	110	106	85	200
ENSG00000008086	26	3	0	0	12	46	0	0	15	0	6	0	2	5	3	0	6	5
ENSG00000008130	6	0	11	33	27	31	4	3	69	7	13	61	26	0	8	8	5	5
ENSG00000008226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000008256	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000008277	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1
ENSG00000008282	19	28	38	9	102	75	7	22	155	17	17	0	31	0	6	2	7	6
ENSG00000008283	0	0	0	3	5	0	10	7	11	0	1	0	0	0	0	0	0	0
ENSG00000008294	33	0	1	0	5	2	1	1	5	9	14	0	8	2	2	0	8	6
ENSG00000008311	0	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0	0	0
ENSG00000008324	9	5	5	2	20	10	15	13	71	0	4	18	7	0	0	0	2	8
ENSG00000008382	0	0	0	10	0	0	0	0	0	0	1	0	0	6	0	0	2	0
ENSG00000008394	0	19	8	0	15	0	0	1	15	5	0	0	6	0	0	0	1	5
ENSG00000008405	8	0	7	9	0	10	0	0	20	11	9	0	17	6	22	0	10	0
ENSG00000008438	0	0	0	0	2	0	5	0	7	1	8	0	3	0	0	0	0	2
ENSG00000008441	1	0	0	0	0	10	0	0	9	1	11	0	7	0	0	2	0	0
ENSG00000008513	53	12	59	49	159	92	102	79	140	18	55	54	48	8	60	9	36	41
ENSG00000008516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000008517	85	88	30	74	128	182	205	71	460	8	62	17	149	7	35	19	27	91
ENSG00000008710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000008838	1	0	9	0	0	0	42	0	8	5	12	0	4	12	0	0	6	7
ENSG00000008853	0	0	0	0	8	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000008869	0	9	0	0	0	0	2	3	2	8	9	0	16	2	13	7	33	0
ENSG00000008952	142	190	158	243	218	487	291	148	501	132	184	149	239	140	192	113	129	206
ENSG00000008988	497	553	596	426	1397	1364	1251	792	3267	264	534	496	592	214	413	417	324	440
ENSG00000009307	435	355	489	358	803	726	971	544	717	1151	1473	421	1489	753	886	1075	513	994
ENSG00000009335	0	1	0	0	14	11	9	10	11	2	8	0	12	0	29	9	8	15
ENSG00000009413	0	0	1	1	72	1	7	1	25	0	12	0	9	2	1	14	2	12
ENSG00000009765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000009780	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	3	0
ENSG00000009790	162	88	155	0	572	224	248	380	1310	31	34	0	50	10	11	16	39	87
ENSG00000009830	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000009844	13	16	32	16	26	125	24	121	167	62	55	307	79	23	54	36	20	91
ENSG00000009954	1	0	1	0	2	5	1	2	0	6	2	0	2	7	2	1	12	17
ENSG00000010017	17	34	78	68	51	38	78	54	19	31	32	1	28	22	24	60	25	35
ENSG00000010030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ENSG00000010072	10	0	0	0	9	11	18	0	2	0	0	0	3	1	0	0	1	8
ENSG00000010165	18	0	5	0	6	0	5	0	16	0	1	0	1	0	1	0	5	0
ENSG00000010219	0	6	0	0	47	11	5	2	25	3	2	0	4	1	4	0	2	6
ENSG00000010244	101	8	154	54	180	170	76	161	238	89	119	133	124	16	44	58	78	81
ENSG00000010256	171	175	83	137	294	230	80	292	301	66	119	267	99	2	43	45	47	91
ENSG00000010270	193	124	195	211	351	316	239	402	389	195	341	238	173	72	108	62	68	139
ENSG00000010278	5407	6121	4791	4019	2392	13820	11635	10013	6643	1166	2756	1763	2775	816	2126	2238	583	1685
ENSG00000010292	1	0	20	1	7	16	0	12	11	15	16	27	15	1	12	15	12	6
ENSG00000010295	0	0	0	0	0	0	0	0	3	2	3	0	0	0	0	0	1	0
ENSG00000010318	24	16	8	24	0	10	22	17	9	3	6	0	12	0	0	15	8	9
ENSG00000010322	36	0	0	0	13	19	0	3	19	4	7	0	6	0	1	0	4	3
ENSG00000010327	0	0	0	1	0	80	0	0	0	2	11	0	4	8	0	0	22	3
ENSG00000010361	0	0	0	0	0	15	0	0	0	0	3	0	0	0	10	0	0	0
ENSG00000010404	145	99	96	107	180	180	195	173	137	48	69	40	95	11	58	73	29	57
ENSG00000010539	20	0	0	1	0	0	0	0	19	0	1	0	0	0	0	0	0	0
ENSG00000010610	1	1	1	12	40	18	38	14	82	6	9	4	1	0	5	1	6	6
ENSG00000010626	0	2	19	0	0	49	2	3	49	1	10	0	1	4	2	4	0	3
ENSG00000010671	448	587	340	469	627	1234	1004	910	909	262	791	195	345	63	430	281	221	476
ENSG00000010704	3	4	3	1	5	1	2	0	2	3	6	20	6	1	6	3	3	8
ENSG00000010803	0	0	0	0	1	7	4	0	8	1	1	0	3	2	8	9	0	3
ENSG00000010810	86	61	13	47	161	107	106	130	309	149	165	3	142	108	85	137	88	194
ENSG00000010818	0	0	0	0	2	0	3	5	0	2	0	0	2	4	0	3	5	6
ENSG00000010932	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000011007	51	4	15	24	11	0	22	20	42	3	31	0	16	4	9	6	10	21
ENSG00000011009	63	52	53	4	120	79	283	81	117	39	49	2	58	12	28	39	19	56
ENSG00000011021	0	0	0	0	0	0	0	0	6	0	1	0	1	0	0	0	1	0
ENSG00000011028	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000011105	174	167	177	162	315	284	282	111	336	58	111	52	153	91	124	128	36	103
ENSG00000011114	0	0	0	0	0	0	8	0	0	2	2	0	0	11	0	5	1	6
ENSG00000011132	2	0	2	0	10	31	28	3	52	1	12	0	1	0	1	0	1	1
ENSG00000011143	0	0	0	0	0	0	60	0	32	0	4	0	0	0	0	0	1	0
ENSG00000011198	147	69	125	61	156	154	129	93	107	62	48	0	55	11	43	21	23	18
ENSG00000011243	22	0	0	11	1	0	0	6	1	3	8	0	1	4	0	1	1	0
ENSG00000011258	308	174	263	74	501	501	607	284	259	93	143	156	186	67	155	172	49	177
ENSG00000011260	115	30	67	0	189	163	113	116	160	25	41	0	28	0	0	14	7	8
ENSG00000011275	180	2	51	24	60	142	70	62	106	24	56	0	34	43	54	39	51	56
ENSG00000011295	2	0	0	2	28	1	0	26	2	0	13	0	2	1	9	5	3	1
ENSG00000011304	14	40	27	15	7	14	34	18	26	12	33	36	6	12	11	20	16	16
ENSG00000011332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000011376	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000011405	1	0	1	0	1	1	6	2	16	19	11	0	11	17	11	7	3	25
ENSG00000011422	0	0	0	0	31	21	16	0	18	1	4	0	3	0	2	0	1	8
ENSG00000011426	0	0	1	43	0	0	0	0	1	1	1	0	1	1	0	0	0	14
ENSG00000011454	45	31	66	24	27	85	120	180	70	80	69	0	107	92	74	156	33	133
ENSG00000011465	0	33	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000011478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000011485	88	0	50	0	16	61	24	82	66	0	1	0	0	0	3	0	1	1
ENSG00000011523	31	0	11	17	117	42	25	27	58	1	28	37	14	1	35	15	3	14
ENSG00000011566	0	0	16	0	1	0	1	14	0	6	0	0	4	5	0	0	0	4
ENSG00000011590	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000011600	117	102	131	146	363	134	161	102	299	50	192	51	145	30	73	34	46	107
ENSG00000011638	178	83	41	56	181	60	35	142	183	74	81	106	67	24	77	30	26	83
ENSG00000012048	3	0	31	88	0	34	0	0	0	2	5	0	4	27	15	0	1	30
ENSG00000012061	108	166	197	15	240	135	210	176	147	79	82	158	55	33	27	59	35	59
ENSG00000012124	13	4	44	33	71	42	19	23	58	6	2	0	36	0	7	0	19	26
ENSG00000012171	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012174	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	0	1	0
ENSG00000012211	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000012223	0	1	1	0	8	0	50	0	5	12	130	4	44	0	0	0	0	0
ENSG00000012232	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ENSG00000012660	15	11	2	6	32	23	34	54	98	17	51	17	27	6	18	5	14	24
ENSG00000012779	34	10	0	30	75	22	31	0	120	24	15	0	18	12	0	0	9	2
ENSG00000012817	0	0	6	1	0	0	0	0	11	0	32	2	0	0	14	0	17	0
ENSG00000012822	359	128	194	143	354	504	496	366	401	157	381	70	245	60	367	114	150	349
ENSG00000012963	14	1	12	0	0	2	2	4	55	4	7	0	2	0	0	0	2	1
ENSG00000012983	544	343	278	152	331	1325	662	770	428	278	321	214	396	148	287	178	146	308
ENSG00000013016	137	66	73	62	97	252	144	155	107	91	158	52	59	64	118	60	56	119
ENSG00000013275	189	156	168	62	762	347	451	319	733	27	145	0	117	37	80	93	39	79
ENSG00000013288	0	0	0	0	8	7	4	0	8	0	0	0	0	0	0	0	1	2
ENSG00000013306	49	311	102	61	350	189	520	139	1344	27	219	52	125	33	9	56	8	34
ENSG00000013364	61	1	51	15	50	20	41	11	156	0	33	7	15	0	14	2	10	21
ENSG00000013374	27	101	40	0	106	125	10	39	124	31	44	0	40	6	38	1	41	23
ENSG00000013375	0	14	0	20	1	11	0	0	5	0	10	0	1	0	5	36	1	0
ENSG00000013392	0	0	0	2	7	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000013441	111	17	49	46	195	240	117	42	331	24	53	0	89	11	28	17	49	30
ENSG00000013503	0	0	0	0	2	0	0	33	10	2	0	0	0	0	0	0	0	0
ENSG00000013523	0	0	0	0	0	0	0	4	5	0	1	0	3	0	0	0	3	0
ENSG00000013561	0	7	23	20	58	67	71	29	77	13	49	188	34	8	68	49	13	46
ENSG00000013563	0	8	8	20	0	11	23	3	13	5	5	0	7	0	2	6	10	1
ENSG00000013573	0	0	0	0	0	0	12	4	2	0	11	0	0	0	0	0	0	1
ENSG00000013583	44	42	31	3	57	49	112	89	92	1	20	0	10	11	13	40	5	8
ENSG00000013619	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000013725	0	0	0	0	1	21	2	2	24	1	1	0	2	0	5	0	8	13
ENSG00000013810	253	127	164	130	241	260	315	218	284	165	260	86	119	82	121	87	98	188
ENSG00000014123	28	0	95	0	94	31	1	59	142	9	14	0	9	0	11	0	10	21
ENSG00000014138	0	7	0	0	17	112	0	0	38	0	0	0	1	0	0	12	5	0
ENSG00000014164	11	8	3	0	19	5	0	16	12	1	3	1	1	1	0	2	1	4
ENSG00000014216	2143	1030	2057	930	2650	3840	3682	2378	3515	755	2127	1640	817	312	959	534	431	603
ENSG00000014641	73	176	200	64	259	210	261	90	573	18	69	2	85	0	46	74	17	29
ENSG00000014824	0	13	56	34	2	1	110	49	58	46	46	0	9	36	27	4	17	72
ENSG00000014914	0	0	0	0	0	0	0	0	5	0	4	0	3	1	0	0	4	4
ENSG00000014919	0	1	10	0	56	0	18	0	0	8	7	0	14	0	1	12	2	11
ENSG00000015133	22	1	9	0	9	32	40	47	25	34	16	1	21	16	26	22	5	62
ENSG00000015153	6	57	32	20	50	39	47	62	64	39	50	41	86	12	73	50	20	59
ENSG00000015171	156	38	63	0	59	25	45	13	5	12	26	0	20	23	28	1	12	44
ENSG00000015285	22	8	36	9	13	17	8	5	24	8	11	6	6	1	6	0	12	19
ENSG00000015475	162	187	120	75	207	205	293	102	279	39	70	88	86	35	57	44	47	46
ENSG00000015479	439	446	251	223	336	629	485	618	511	360	388	452	634	198	348	486	208	316
ENSG00000015532	0	0	17	10	67	35	22	28	18	3	20	6	5	8	16	7	3	16
ENSG00000015568	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015676	9	0	1	0	2	0	2	2	3	4	2	0	0	1	0	2	1	6
ENSG00000016391	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ENSG00000016490	0	0	14	2	0	7	0	0	0	1	1	0	0	0	1	0	0	3
ENSG00000016864	2	0	18	0	0	48	0	32	20	0	3	0	7	12	0	0	1	5
ENSG00000017260	74	100	95	48	165	107	377	163	211	143	483	1	383	58	290	239	166	414
ENSG00000017483	51	0	0	8	0	46	0	0	30	4	8	0	7	22	10	17	1	14
ENSG00000017621	17	22	17	11	9	0	44	13	8	2	1	11	6	0	2	1	2	17
ENSG00000017797	45	34	31	36	89	58	77	41	92	14	22	1	26	29	29	40	7	49
ENSG00000018189	0	0	0	0	5	17	0	0	3	0	0	1	0	0	4	0	2	2
ENSG00000018280	0	2	51	20	72	0	1	0	57	5	4	0	8	0	0	10	8	8
ENSG00000018408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000018510	0	5	1	0	7	0	0	0	10	0	14	0	4	3	0	6	1	1
ENSG00000018610	0	0	51	7	61	0	0	0	22	3	1	0	5	0	0	0	2	0
ENSG00000018699	2	4	7	3	58	33	1	11	39	8	5	4	5	26	15	22	6	21
ENSG00000018869	4	4	0	0	0	4	0	5	14	2	7	0	5	0	7	0	3	0
ENSG00000019102	6	0	0	1	1	2	3	3	0	1	1	1	5	0	1	1	0	1
ENSG00000019169	0	0	0	0	0	0	0	0	0	3	7	1	0	0	4	0	2	5
