id	class	ENSG00000000003	ENSG00000000419	ENSG00000000457	ENSG00000000460	ENSG00000000938	ENSG00000000971	ENSG00000001036	ENSG00000001084	ENSG00000001167	ENSG00000001460	ENSG00000001461	ENSG00000001497	ENSG00000001561	ENSG00000001629	ENSG00000001631	ENSG00000002016	ENSG00000002330	ENSG00000002549	ENSG00000002586	ENSG00000002587	ENSG00000002822	ENSG00000002834	ENSG00000002919	ENSG00000002933	ENSG00000003056	ENSG00000003096	ENSG00000003147	ENSG00000003249	ENSG00000003393	ENSG00000003400	ENSG00000003402	ENSG00000003436	ENSG00000003509	ENSG00000003756	ENSG00000004059	ENSG00000004139	ENSG00000004142	ENSG00000004399	ENSG00000004455	ENSG00000004468	ENSG00000004478	ENSG00000004487	ENSG00000004534	ENSG00000004660	ENSG00000004700	ENSG00000004766	ENSG00000004776	ENSG00000004779	ENSG00000004799	ENSG00000004809	ENSG00000004846	ENSG00000004848	ENSG00000004864	ENSG00000004866	ENSG00000004897	ENSG00000004939	ENSG00000004961	ENSG00000004975	ENSG00000005001	ENSG00000005007	ENSG00000005020	ENSG00000005022	ENSG00000005059	ENSG00000005075	ENSG00000005100	ENSG00000005102	ENSG00000005156	ENSG00000005175	ENSG00000005187	ENSG00000005189	ENSG00000005194	ENSG00000005206	ENSG00000005238	ENSG00000005243	ENSG00000005249	ENSG00000005302	ENSG00000005339	ENSG00000005379	ENSG00000005381	ENSG00000005421	ENSG00000005436	ENSG00000005448	ENSG00000005469	ENSG00000005471	ENSG00000005483	ENSG00000005486	ENSG00000005700	ENSG00000005801	ENSG00000005810	ENSG00000005812	ENSG00000005844	ENSG00000005882	ENSG00000005884	ENSG00000005889	ENSG00000005893	ENSG00000005955	ENSG00000005961	ENSG00000006007	ENSG00000006015	ENSG00000006025	ENSG00000006042	ENSG00000006062	ENSG00000006074	ENSG00000006075	ENSG00000006114	ENSG00000006125	ENSG00000006194	ENSG00000006282	ENSG00000006283	ENSG00000006327	ENSG00000006451	ENSG00000006459	ENSG00000006468	ENSG00000006530	ENSG00000006534	ENSG00000006576	ENSG00000006607	ENSG00000006625	ENSG00000006634	ENSG00000006638	ENSG00000006652	ENSG00000006659	ENSG00000006695	ENSG00000006704	ENSG00000006712	ENSG00000006715	ENSG00000006744	ENSG00000006756	ENSG00000006757	ENSG00000006831	ENSG00000006837	ENSG00000007001	ENSG00000007038	ENSG00000007047	ENSG00000007080	ENSG00000007129	ENSG00000007168	ENSG00000007202	ENSG00000007237	ENSG00000007255	ENSG00000007264	ENSG00000007312	ENSG00000007314	ENSG00000007341	ENSG00000007350	ENSG00000007376	ENSG00000007392	ENSG00000007520	ENSG00000007541	ENSG00000007908	ENSG00000007923	ENSG00000007944	ENSG00000008018	ENSG00000008083	ENSG00000008086	ENSG00000008130	ENSG00000008226	ENSG00000008256	ENSG00000008277	ENSG00000008282	ENSG00000008283	ENSG00000008294	ENSG00000008311	ENSG00000008324	ENSG00000008382	ENSG00000008394	ENSG00000008405	ENSG00000008438	ENSG00000008441	ENSG00000008513	ENSG00000008516	ENSG00000008517	ENSG00000008710	ENSG00000008838	ENSG00000008853	ENSG00000008869	ENSG00000008952	ENSG00000008988	ENSG00000009307	ENSG00000009335	ENSG00000009413	ENSG00000009765	ENSG00000009780	ENSG00000009790	ENSG00000009830	ENSG00000009844	ENSG00000009954	ENSG00000010017	ENSG00000010030	ENSG00000010072	ENSG00000010165	ENSG00000010219	ENSG00000010244	ENSG00000010256	ENSG00000010270	ENSG00000010278	ENSG00000010292	ENSG00000010295	ENSG00000010318	ENSG00000010322	ENSG00000010327	ENSG00000010361	ENSG00000010404	ENSG00000010539	ENSG00000010610	ENSG00000010626	ENSG00000010671	ENSG00000010704	ENSG00000010803	ENSG00000010810	ENSG00000010818	ENSG00000010932	ENSG00000011007	ENSG00000011009	ENSG00000011021	ENSG00000011028	ENSG00000011105	ENSG00000011114	ENSG00000011132	ENSG00000011143	ENSG00000011198	ENSG00000011243	ENSG00000011258	ENSG00000011260	ENSG00000011275	ENSG00000011295	ENSG00000011304	ENSG00000011332	ENSG00000011376	ENSG00000011405	ENSG00000011422	ENSG00000011426	ENSG00000011454	ENSG00000011465	ENSG00000011478	ENSG00000011485	ENSG00000011523	ENSG00000011566	ENSG00000011590	ENSG00000011600	ENSG00000011638	ENSG00000012048	ENSG00000012061	ENSG00000012124	ENSG00000012171	ENSG00000012174	ENSG00000012211	ENSG00000012223	ENSG00000012232	ENSG00000012660	ENSG00000012779	ENSG00000012817	ENSG00000012822	ENSG00000012963	ENSG00000012983	ENSG00000013016	ENSG00000013275	ENSG00000013288	ENSG00000013306	ENSG00000013364	ENSG00000013374	ENSG00000013375	ENSG00000013392	ENSG00000013441	ENSG00000013503	ENSG00000013523	ENSG00000013561	ENSG00000013563	ENSG00000013573	ENSG00000013583	ENSG00000013619	ENSG00000013725	ENSG00000013810	ENSG00000014123	ENSG00000014138	ENSG00000014164	ENSG00000014216	ENSG00000014641	ENSG00000014824	ENSG00000014914	ENSG00000014919	ENSG00000015133	ENSG00000015153	ENSG00000015171	ENSG00000015285	ENSG00000015475	ENSG00000015479	ENSG00000015532	ENSG00000015568	ENSG00000015676	ENSG00000016391	ENSG00000016490	ENSG00000016864	ENSG00000017260	ENSG00000017483	ENSG00000017621	ENSG00000017797	ENSG00000018189	ENSG00000018280	ENSG00000018408	ENSG00000018510	ENSG00000018610	ENSG00000018699	ENSG00000018869	ENSG00000019102	ENSG00000019169	ENSG00000019485	ENSG00000019582	ENSG00000019991	ENSG00000019995	ENSG00000020129	ENSG00000020181	ENSG00000020256	ENSG00000020426	ENSG00000020577	ENSG00000020633	ENSG00000020922	ENSG00000021300	ENSG00000021355	ENSG00000021461	ENSG00000021574	ENSG00000021645	ENSG00000021762	ENSG00000021776	ENSG00000022267	ENSG00000022277	ENSG00000022355	ENSG00000022556	ENSG00000022567	ENSG00000022840	ENSG00000022976	ENSG00000023041	ENSG00000023191	ENSG00000023228	ENSG00000023287	ENSG00000023318	ENSG00000023330	ENSG00000023445	ENSG00000023516	ENSG00000023572	ENSG00000023608	ENSG00000023697	ENSG00000023734	ENSG00000023839	ENSG00000023892	ENSG00000023902	ENSG00000023909	ENSG00000024048	ENSG00000024422	ENSG00000024526	ENSG00000024862	ENSG00000025039	ENSG00000025156	ENSG00000025293	ENSG00000025423	ENSG00000025434	ENSG00000025708	ENSG00000025770	ENSG00000025772	ENSG00000025796	ENSG00000025800	ENSG00000026025	ENSG00000026103	ENSG00000026297	ENSG00000026508	ENSG00000026652	ENSG00000026751	ENSG00000026950	ENSG00000027001	ENSG00000027075	ENSG00000027697	ENSG00000027847	ENSG00000027869	ENSG00000028116	ENSG00000028137	ENSG00000028203	ENSG00000028277	ENSG00000028310	ENSG00000028528	ENSG00000028839	ENSG00000029153	ENSG00000029363	ENSG00000029364	ENSG00000029534	ENSG00000029639	ENSG00000029725	ENSG00000030066	ENSG00000030110	ENSG00000030419	ENSG00000030582	ENSG00000031003	ENSG00000031691	ENSG00000031698	ENSG00000031823	ENSG00000032219	ENSG00000032389	ENSG00000032444	ENSG00000032742	ENSG00000033011	ENSG00000033030	ENSG00000033050	ENSG00000033100	ENSG00000033122	ENSG00000033170	ENSG00000033178	ENSG00000033327	ENSG00000033627	ENSG00000033800	ENSG00000033867	ENSG00000034053	ENSG00000034063	ENSG00000034152	ENSG00000034510	ENSG00000034533	ENSG00000034677	ENSG00000034693	ENSG00000034713	ENSG00000035115	ENSG00000035141	ENSG00000035403	ENSG00000035499	ENSG00000035664	ENSG00000035681	ENSG00000035687	ENSG00000035720	ENSG00000035928	ENSG00000036054	ENSG00000036257	ENSG00000036448	ENSG00000036549	ENSG00000037042	ENSG00000037241	ENSG00000037280	ENSG00000037474	ENSG00000037637	ENSG00000037749	ENSG00000037757	ENSG00000037897	ENSG00000038002	ENSG00000038210	ENSG00000038219	ENSG00000038274	ENSG00000038358	ENSG00000038382	ENSG00000038427	ENSG00000038532	ENSG00000038945	ENSG00000039123	ENSG00000039319	ENSG00000039523	ENSG00000039560	ENSG00000039650	ENSG00000039987	ENSG00000040199	ENSG00000040275	ENSG00000040341	ENSG00000040487	ENSG00000040531	ENSG00000040633	ENSG00000040731	ENSG00000040933	ENSG00000041353	ENSG00000041357	ENSG00000041802	ENSG00000041880	ENSG00000041988	ENSG00000042062	ENSG00000042088	ENSG00000042286	ENSG00000042304	ENSG00000042317	ENSG00000042429	ENSG00000042445	ENSG00000042493	ENSG00000042753	ENSG00000042813	ENSG00000042832	ENSG00000042980	ENSG00000043093	ENSG00000043143	ENSG00000043462	ENSG00000043514	ENSG00000044090	ENSG00000044115	ENSG00000044446	ENSG00000044459	ENSG00000044574	ENSG00000046604	ENSG00000046647	ENSG00000046651	ENSG00000046653	ENSG00000046889	ENSG00000047056	ENSG00000047188	ENSG00000047230	ENSG00000047249	ENSG00000047315	ENSG00000047346
Sample_01	Control	0	0	17	4	196	0	109	0	0	0	47	0	0	15	32	0	50	0	11325	0	15	3	0	0	103	0	0	0	0	0	112	692	0	10	518	0	0	0	16	0	17	0	0	0	77	0	0	54	0	0	0	0	0	469	371	0	10	0	0	1	4348	127	0	16	0	0	0	224	67	65	46	0	11	0	958	55	0	13	0	0	0	0	4	0	673	51	25	5	141	1	0	64	0	0	438	43	9751	422	14	0	0	0	0	4	0	121	1	0	0	0	0	1	0	0	16	99	4	26	0	3	1291	0	0	0	30	281	0	0	0	25	0	0	0	1	15	0	19	0	0	11	10	0	0	3	1	0	21	0	0	0	0	0	186	52	26	6	0	0	0	19	0	33	0	9	0	0	8	0	1	53	0	85	0	1	0	0	142	497	435	0	0	0	0	162	0	13	1	17	0	10	18	0	101	171	193	5407	1	0	24	36	0	0	145	20	1	0	448	3	0	86	0	0	51	63	0	0	174	0	2	0	147	22	308	115	180	2	14	0	0	1	0	0	45	0	0	88	31	0	0	117	178	3	108	13	0	0	0	0	0	15	34	0	359	14	544	137	189	0	49	61	27	0	0	111	0	0	0	0	0	44	0	0	253	28	0	11	2143	73	0	0	0	22	6	156	22	162	439	0	0	9	0	0	2	74	51	17	45	0	0	0	0	0	2	4	6	0	0	1321	0	0	0	0	0	35	9	0	162	0	1845	0	0	0	0	0	317	201	0	0	0	147	1	0	264	44	11	54	0	8	4	0	0	545	445	0	0	451	5	1	62	0	0	0	0	19	0	0	9	21	45	22	0	245	0	52	10	0	0	26	44	1	92	9	15	162	25	78	0	0	111	406	0	2	1	181	0	0	0	7	0	240	4	0	24	59	173	5	0	56	0	46	0	0	0	91	0	0	14	172	0	3	0	185	275	0	0	5	2372	14	2	2704	0	0	0	5	11	63	314	1	1	16	59	5	0	1	37	0	0	0	0	3	34	171	1	1	0	3	0	2	0	12	0	0	0	0	0	216	0	115	0	0	0	513	54	7	28	0	4	0	0	0	0	0	0	75	978	0	0	1	129	0	98	55	0	27	0	143	6	0	0	27	0	0	13	30	0	74	0	21
Sample_02	Control	0	75	23	6	32	0	109	0	0	0	7	1	0	0	25	0	23	73	7007	0	49	7	0	0	13	6	0	0	0	0	75	629	0	0	619	0	54	0	39	31	0	9	0	0	60	0	0	35	0	0	6	0	0	263	177	0	0	0	0	26	2988	86	7	22	0	0	0	224	0	0	10	0	3	0	657	1	1	0	0	0	0	0	0	0	398	98	0	0	116	1	0	100	0	0	301	21	6202	183	12	0	0	0	1	0	1	105	0	0	0	0	10	0	0	0	0	122	0	6	7	2	753	0	0	0	37	201	0	0	0	13	1	0	0	0	0	0	50	0	0	35	1	0	0	51	0	0	0	0	0	0	0	0	89	86	3	0	0	0	0	28	0	0	0	5	0	19	0	0	0	12	0	88	0	0	0	9	190	553	355	1	0	0	0	88	0	16	0	34	0	0	0	6	8	175	124	6121	0	0	16	0	0	0	99	0	1	2	587	4	0	61	0	0	4	52	0	0	167	0	0	0	69	0	174	30	2	0	40	0	0	0	0	0	31	33	0	0	0	0	0	102	83	0	166	4	1	0	0	1	0	11	10	0	128	1	343	66	156	0	311	1	101	14	0	17	0	0	7	8	0	42	0	0	127	0	7	8	1030	176	13	0	1	1	57	38	8	187	446	0	0	0	0	0	0	100	0	22	34	0	2	0	5	0	4	4	0	0	0	1059	0	0	0	0	0	2	1	0	21	0	1181	0	0	0	0	0	289	225	0	0	0	128	0	0	335	11	1	1	0	8	0	0	0	452	618	0	30	255	1	47	7	19	38	6	0	74	0	0	0	0	25	33	0	137	0	18	66	0	0	21	0	0	38	2	11	159	0	3	1	0	213	203	0	10	2	77	0	26	0	0	0	219	144	8	132	21	0	40	1	89	0	0	36	0	0	28	0	1	6	82	0	0	0	177	212	0	1	2	2594	13	0	1560	6	14	23	45	0	157	443	31	0	6	15	18	0	1	1	10	0	0	8	6	46	78	0	0	0	1	0	1	0	0	0	44	0	0	4	181	0	59	0	0	0	410	144	51	0	7	3	0	0	0	0	0	0	87	776	0	0	0	62	1	38	4	0	1	0	104	16	0	0	264	0	0	2	1	0	0	54	5
Sample_03	Control	0	0	0	4	36	0	109	0	0	0	59	0	0	0	41	0	36	21	8918	0	39	0	4	0	76	0	0	1	0	0	49	742	0	16	475	0	0	0	65	0	4	1	0	0	21	0	0	38	0	0	0	0	1	369	270	0	10	0	0	0	2812	110	13	13	0	0	0	195	0	41	124	0	32	0	666	0	1	0	0	0	0	0	39	0	684	17	5	14	102	0	1	16	0	0	75	36	6588	220	7	0	0	0	0	1	0	35	0	0	0	0	0	47	0	0	0	42	10	17	0	2	888	0	0	0	1	215	1	0	0	49	0	0	0	2	14	0	3	4	0	63	1	34	0	10	0	0	1	0	0	0	0	0	76	53	0	11	0	0	0	38	0	1	0	5	0	8	7	0	0	59	0	30	0	9	0	0	158	596	489	0	1	0	0	155	0	32	1	78	0	0	5	0	154	83	195	4791	20	0	8	0	0	0	96	0	1	19	340	3	0	13	0	0	15	53	0	0	177	0	2	0	125	0	263	67	51	0	27	0	0	1	0	1	66	0	0	50	11	16	0	131	41	31	197	44	0	0	0	1	0	2	0	6	194	12	278	73	168	0	102	51	40	0	0	49	0	0	23	8	0	31	0	0	164	95	0	3	2057	200	56	0	10	9	32	63	36	120	251	17	0	1	0	14	18	95	0	17	31	0	51	0	1	51	7	0	0	0	0	1315	0	1	0	0	0	22	2	0	26	0	1012	0	0	0	0	0	188	166	0	0	3	57	0	0	261	83	29	54	48	4	0	0	0	850	500	0	1	253	2	47	25	0	60	0	0	137	3	0	0	2	13	105	0	299	0	19	57	0	0	2	0	11	55	0	14	145	1	4	0	0	161	266	0	25	0	187	0	20	0	33	0	118	111	0	36	0	74	0	5	34	1	9	1	0	0	10	0	0	12	122	0	1	0	115	412	0	0	0	2105	0	2	2212	3	2	0	21	73	21	207	37	0	4	0	6	0	12	4	1	0	6	69	3	1	138	0	0	0	27	0	0	10	3	0	28	0	0	0	203	0	116	0	0	1	693	66	0	0	0	1	63	0	0	0	0	0	89	856	0	0	37	69	0	12	0	0	29	0	149	31	0	0	212	0	0	1	69	0	58	1	0
Sample_04	Control	0	17	0	10	94	0	68	0	0	26	31	7	0	29	7	0	10	120	6192	0	0	17	0	1	53	0	0	0	0	0	65	398	0	15	435	0	0	0	10	0	0	1	0	0	38	0	0	47	0	0	0	0	0	117	277	0	15	0	0	1	2037	67	0	17	0	0	0	59	0	0	5	0	0	0	614	22	1	0	0	0	40	0	0	0	412	55	0	0	143	12	0	29	0	0	244	0	4233	161	6	0	0	0	0	0	5	113	0	0	0	0	0	0	0	0	0	6	0	31	0	13	562	0	0	0	30	68	0	0	0	20	0	0	0	0	9	0	8	0	0	25	0	0	0	49	0	0	0	0	0	0	29	0	160	53	0	33	0	0	0	9	3	0	0	2	10	0	9	0	0	49	0	74	0	0	0	0	243	426	358	0	1	0	0	0	0	16	0	68	0	0	0	0	54	137	211	4019	1	0	24	0	1	0	107	1	12	0	469	1	0	47	0	0	24	4	0	0	162	0	0	0	61	11	74	0	24	2	15	0	0	0	0	43	24	0	0	0	17	0	0	146	56	88	15	33	0	0	0	0	0	6	30	1	143	0	152	62	62	0	61	15	0	20	2	46	0	0	20	20	0	3	0	0	130	0	0	0	930	64	34	0	0	0	20	0	9	75	223	10	0	0	0	2	0	48	8	11	36	0	20	0	0	7	3	0	1	0	1	701	0	1	0	0	0	33	4	0	0	0	1042	0	0	0	0	25	96	237	0	0	0	53	0	0	144	40	4	0	14	1	0	12	13	409	383	0	14	192	3	16	0	10	12	4	0	67	0	0	0	0	18	249	0	84	0	3	27	0	0	18	0	0	31	0	5	32	0	31	18	0	122	249	0	47	0	44	0	43	0	16	0	91	0	0	55	0	0	0	0	0	0	0	3	0	0	39	0	1	3	286	5	5	0	61	294	0	2	0	1421	13	0	1165	0	6	0	0	11	75	40	15	0	0	30	13	0	1	7	0	0	0	0	6	32	79	0	0	0	1	0	18	0	13	0	0	5	0	0	98	0	36	0	0	0	421	227	15	9	0	7	0	0	0	0	0	0	71	680	0	0	0	31	16	82	0	0	63	0	52	0	0	7	98	0	0	2	16	51	73	52	1
Sample_05	Control	0	139	0	1	319	56	103	0	1	0	39	0	11	39	0	8	23	102	8815	5	48	11	42	39	142	0	6	1	0	15	133	1219	0	189	584	0	0	0	95	0	0	2	91	0	31	12	0	258	35	0	0	0	5	196	263	7	5	0	0	2	3642	207	19	113	0	0	0	222	94	19	76	4	76	0	700	43	14	1	9	0	0	0	0	0	1156	51	0	24	301	4	20	147	0	81	517	59	8826	246	22	0	0	0	0	6	56	106	0	22	0	0	32	94	0	4	3	98	0	0	28	6	1062	0	9	0	55	247	21	4	13	26	0	0	0	1	8	0	118	2	0	69	25	183	0	61	0	0	1	0	0	0	93	5	427	94	12	27	0	0	0	102	5	5	0	20	0	15	0	2	0	159	0	128	0	0	8	0	218	1397	803	14	72	0	0	572	0	26	2	51	0	9	6	47	180	294	351	2392	7	0	0	13	0	0	180	0	40	0	627	5	1	161	2	15	11	120	0	0	315	0	10	0	156	1	501	189	60	28	7	0	0	1	31	0	27	0	0	16	117	1	0	363	181	0	240	71	0	0	0	8	0	32	75	0	354	0	331	97	762	8	350	50	106	1	7	195	2	0	58	0	0	57	0	1	241	94	17	19	2650	259	2	0	56	9	50	59	13	207	336	67	0	2	0	0	0	165	0	9	89	5	72	0	7	61	58	0	1	0	0	9549	0	0	0	0	0	21	13	12	0	0	1928	0	74	0	0	46	245	263	0	1	0	96	0	6	731	69	37	282	76	62	0	0	25	1387	706	7	22	382	1	103	22	0	105	1	0	449	0	104	0	0	21	68	0	398	10	38	260	0	13	44	40	0	318	32	35	60	0	36	27	0	224	823	1	55	16	108	44	35	0	47	0	291	118	0	165	8	220	0	29	54	51	11	0	1	0	26	11	0	47	247	14	0	1	152	770	0	15	59	2957	66	3	2704	1	2	18	54	248	39	212	28	0	26	0	19	0	12	77	0	0	0	11	15	59	340	1	0	68	18	0	1	0	19	0	3	0	2	0	436	65	154	0	0	0	355	341	7	0	2	4	0	0	0	0	29	0	259	1163	0	0	41	104	0	126	1	0	223	7	255	162	0	0	453	0	0	1	26	0	158	55	2
Sample_06	Control	1	0	52	25	123	0	148	0	29	34	47	21	0	6	77	0	93	142	8280	0	7	22	0	0	241	0	0	0	0	1	160	1350	0	1	927	0	40	0	42	38	0	27	6	1	72	16	0	121	0	0	0	0	0	313	161	0	53	0	0	1	4668	172	97	61	0	0	11	199	21	145	72	0	85	0	1161	22	3	0	0	0	0	0	17	0	769	86	48	18	257	0	35	206	0	44	427	79	12465	452	61	0	0	3	3	1	13	216	0	0	0	0	86	72	0	0	1	159	0	4	94	18	1486	0	4	0	43	481	94	0	12	51	0	0	0	0	76	0	96	0	0	19	44	51	0	4	0	0	11	0	0	0	0	0	229	199	46	31	0	0	2	75	0	2	5	10	0	0	10	0	10	92	0	182	0	0	0	0	487	1364	726	11	1	0	0	224	0	125	5	38	0	11	0	11	170	230	316	13820	16	0	10	19	80	15	180	0	18	49	1234	1	7	107	0	0	0	79	0	0	284	0	31	0	154	0	501	163	142	1	14	0	0	1	21	0	85	0	0	61	42	0	0	134	60	34	135	42	0	0	0	0	0	23	22	0	504	2	1325	252	347	7	189	20	125	11	0	240	0	0	67	11	0	49	2	21	260	31	112	5	3840	210	1	0	0	32	39	25	17	205	629	35	0	0	0	7	48	107	46	0	58	17	0	0	0	0	33	4	2	0	0	1882	0	7	0	0	2	43	3	4	5	15	2581	0	8	0	6	64	319	347	0	0	0	302	0	19	788	3	72	247	0	36	0	8	6	583	927	0	30	719	34	52	13	3	27	0	0	234	0	0	0	0	0	234	1	375	1	18	119	5	0	82	1	5	125	0	64	132	0	80	26	1	221	709	0	41	0	75	4	50	14	91	0	369	138	19	309	36	249	83	27	83	0	24	50	0	0	98	22	0	29	207	1	6	1	326	405	0	6	40	3865	31	0	4980	0	2	0	0	0	99	227	2	17	10	42	1	0	12	0	0	0	14	0	37	37	354	0	4	0	0	0	11	0	0	0	21	22	0	21	202	42	112	7	0	0	714	339	35	0	0	54	0	0	0	0	0	3	38	932	0	72	34	64	11	235	0	2	193	10	170	45	0	9	127	0	0	0	67	0	52	42	3
Sample_07	Control	3	100	17	21	132	0	124	0	0	1	66	11	0	19	79	3	88	119	6245	0	94	18	54	0	123	0	1	4	0	5	143	1014	0	3	1044	1	75	0	29	0	0	2	50	0	77	21	0	102	0	0	0	0	0	193	198	0	7	0	0	3	3759	151	8	30	0	0	24	113	0	22	120	1	60	40	1113	35	5	0	0	0	0	2	0	0	701	71	0	28	155	2	32	177	0	0	233	23	12162	241	64	0	1	10	0	18	60	106	0	37	0	0	106	0	0	6	0	161	0	19	2	27	1462	0	1	0	43	349	43	0	0	3	0	0	0	0	16	0	52	0	0	66	0	137	0	55	7	0	44	0	0	0	3	0	122	166	0	4	0	0	0	7	10	1	0	15	0	0	0	5	0	102	0	205	0	42	0	2	291	1251	971	9	7	0	0	248	0	24	1	78	0	18	5	5	76	80	239	11635	0	0	22	0	0	0	195	0	38	2	1004	2	4	106	3	0	22	283	0	0	282	8	28	60	129	0	607	113	70	0	34	0	0	6	16	0	120	0	0	24	25	1	0	161	35	0	210	19	0	0	0	50	0	34	31	0	496	2	662	144	451	4	520	41	10	0	0	117	0	0	71	23	12	112	0	2	315	1	0	0	3682	261	110	0	18	40	47	45	8	293	485	22	1	2	0	0	0	377	0	44	77	0	1	0	0	0	1	0	3	0	0	3045	0	0	7	0	0	40	0	0	68	2	1752	0	28	0	5	0	474	156	0	6	0	234	4	0	573	10	0	164	72	16	0	13	6	751	1142	0	33	580	49	78	8	16	33	0	2	115	0	2	1	10	0	161	0	252	0	17	55	15	26	48	0	18	124	0	54	43	17	114	0	0	218	645	0	77	0	135	43	14	0	68	0	203	52	17	220	80	200	55	41	43	0	1	1	0	0	188	4	1	7	161	0	26	0	275	551	0	15	55	2834	41	2	3159	0	4	0	20	0	207	423	0	0	36	0	12	0	0	55	0	0	0	1	22	60	287	12	0	5	1	0	58	27	2	0	12	0	0	44	193	0	88	23	0	0	597	132	10	45	0	6	49	0	0	0	15	0	120	988	0	22	0	46	0	272	1	0	164	0	111	65	0	32	310	0	0	12	18	0	29	50	0
Sample_08	Control	0	94	0	0	72	0	68	0	0	0	66	25	0	37	0	0	53	1	5425	0	0	16	25	0	111	0	3	0	0	3	80	1089	0	19	915	0	40	0	77	0	17	1	16	0	63	23	0	61	0	0	0	0	0	81	312	0	11	1	2	1	2947	135	48	30	0	1	7	180	0	43	123	0	88	0	701	17	22	0	0	0	13	0	0	0	521	74	0	5	69	0	20	204	0	7	286	112	8893	250	39	0	0	0	0	0	0	77	0	0	0	0	96	66	0	0	17	155	0	11	57	10	1652	0	5	0	52	217	21	0	0	43	0	0	0	0	36	19	2	1	0	10	15	0	0	24	0	0	0	0	12	0	0	2	164	129	0	3	0	0	0	22	7	1	0	13	0	1	0	0	0	79	0	71	0	0	0	3	148	792	544	10	1	0	1	380	0	121	2	54	0	0	0	2	161	292	402	10013	12	0	17	3	0	0	173	0	14	3	910	0	0	130	5	0	20	81	0	0	111	0	3	0	93	6	284	116	62	26	18	0	0	2	0	0	180	0	0	82	27	14	0	102	142	0	176	23	0	15	0	0	0	54	0	0	366	4	770	155	319	0	139	11	39	0	0	42	33	4	29	3	4	89	0	2	218	59	0	16	2378	90	49	0	0	47	62	13	5	102	618	28	0	2	0	0	32	163	0	13	41	0	0	0	0	0	11	5	3	0	0	1171	0	0	0	0	0	17	5	0	54	0	2133	0	11	0	12	3	444	600	0	0	0	133	0	11	585	41	42	188	13	14	0	0	0	710	827	0	0	521	4	14	23	0	58	39	29	148	0	0	0	0	0	162	1	239	0	14	21	5	0	21	0	12	121	0	37	257	17	57	0	20	341	464	4	42	4	151	54	2	45	33	0	136	81	0	202	22	102	16	1	57	0	13	9	0	0	155	0	2	16	315	24	10	0	179	218	0	20	20	2381	23	0	2940	0	2	22	7	0	45	361	2	30	15	0	3	0	0	20	0	8	12	17	18	7	236	0	1	0	42	0	6	0	0	0	0	10	0	0	313	20	75	11	0	0	605	266	0	0	0	19	1	0	0	0	0	0	87	581	0	7	0	119	1	180	0	0	175	0	169	19	0	0	193	0	0	2	1	0	110	7	14
Sample_09	Control	0	190	12	27	337	0	126	1	7	1	65	93	8	23	59	6	51	190	13850	0	89	16	4	56	307	1	1	1	1	1	185	652	39	96	960	0	83	0	91	1	46	20	49	0	134	39	0	99	0	0	0	0	15	332	251	1	47	1	0	0	3963	408	110	68	0	0	5	77	0	33	121	0	34	0	984	77	1	0	4	0	0	50	14	0	1296	163	57	11	147	4	7	96	0	18	245	247	10991	236	48	0	0	2	0	6	23	168	3	44	0	0	35	9	0	25	20	81	7	43	29	12	857	0	5	0	85	277	27	0	23	1	0	0	0	0	41	14	116	12	0	88	3	514	1	66	23	3	73	0	0	0	17	58	532	116	15	69	0	1	0	155	11	5	0	71	0	15	20	7	9	140	0	460	0	8	0	2	501	3267	717	11	25	0	3	1310	0	167	0	19	0	2	16	25	238	301	389	6643	11	3	9	19	0	0	137	19	82	49	909	2	8	309	0	0	42	117	6	0	336	0	52	32	107	1	259	160	106	2	26	0	1	16	18	1	70	0	0	66	58	0	0	299	183	0	147	58	0	2	0	5	3	98	120	11	401	55	428	107	733	8	1344	156	124	5	2	331	10	5	77	13	2	92	0	24	284	142	38	12	3515	573	58	5	0	25	64	5	24	279	511	18	0	3	9	0	20	211	30	8	92	3	57	0	10	22	39	14	0	0	0	14984	0	0	2	0	1	37	9	4	23	20	1940	0	1	0	16	2	575	256	0	1	3	190	4	18	665	46	47	358	66	124	22	4	12	1128	700	0	76	475	21	14	5	6	110	1	29	462	0	13	8	45	21	133	20	615	38	28	265	0	26	44	0	32	291	0	24	224	8	135	60	13	253	669	0	179	0	121	75	38	21	22	0	636	52	31	412	38	307	75	35	124	18	8	76	3	7	31	40	0	48	187	0	28	0	233	1556	7	5	64	2519	13	9	2127	0	6	70	66	100	209	295	21	76	19	25	27	1	57	31	1	0	76	59	15	143	575	10	4	71	50	0	0	0	15	0	68	6	0	53	331	28	125	20	0	2	580	595	72	18	34	14	47	0	1	0	25	0	230	610	0	0	194	60	10	304	5	0	82	13	69	214	0	11	260	6	0	3	39	0	196	142	12
